Id,Title,Body,Tags,CreationDate,Y
34837026,What's the meaning of pool_connections in requests.adapters.HTTPAdapter?,"<p>When initializing a requests' <code>Session</code>, two <a href=""http://docs.python-requests.org/en/latest/api/#requests.adapters.HTTPAdapter"" rel=""noreferrer""><code>HTTPAdapter</code></a> will be created and <a href=""https://github.com/kennethreitz/requests/blob/master/requests/sessions.py#L340-L341"" rel=""noreferrer"">mount to <code>http</code> and <code>https</code></a>.</p>

<p>This is how <code>HTTPAdapter</code> is defined:</p>

<pre><code>class requests.adapters.HTTPAdapter(pool_connections=10, pool_maxsize=10,
                                    max_retries=0, pool_block=False)
</code></pre>

<p>While I understand the meaning of <code>pool_maxsize</code>(which is the number of session a pool can save), I don't understand what <code>pool_connections</code> means or what it does. Doc says:</p>

<pre><code>Parameters: 
pool_connections – The number of urllib3 connection pools to cache.
</code></pre>

<p>But what does it mean ""to cache""? And what's the point using multiple connection pools?</p>
",<python><python-requests><urllib3>,16/01/17 9:50,HQ
34837102,How to put a song in android?,"<p>I have a game and I want to put a background song. I read that you have to put an mp3 in the raw folder, but I don't know where is it. Thanks.</p>
",<android><android-studio>,16/01/17 10:01,LQ_CLOSE
34837150,Applicative is to monad what X is to comonad,"<p>Can we solve this equation for X ?</p>

<blockquote>
  <p>Applicative is to monad what X is to comonad</p>
</blockquote>
",<haskell><monads><applicative><comonad>,16/01/17 10:08,HQ
34837725,Spring Data Repositories - Find where field in list,"<p>I'm trying to use spring <code>PagingAndSortingRepository</code> with a <code>find MyEntity where field in fieldValues</code> query as follows:</p>

<pre><code>@Repository
public interface MyEntity extends PagingAndSortingRepository&lt;MyEntity, String&gt; {

    List&lt;MyEntity&gt; findByMyField(Set&lt;String&gt; myField);

}
</code></pre>

<p>But of no success.</p>

<p>I expected the above function to return all entities whose field matches one of the field values but it only returns <strong>empty results</strong>.</p>

<p>Even though it seems like a pretty straight forward ability i could not find any reference to it in the <a href=""http://docs.spring.io/spring-data/data-commons/docs/1.6.1.RELEASE/reference/html/repositories.html"" rel=""noreferrer"">docs</a>.</p>

<p>Is / How that could be achieved?</p>

<p>Thanks.</p>
",<java><spring><spring-data><spring-data-mongodb><spring-data-commons>,16/01/17 11:18,HQ
34838210,What is the differenect between spring cloud and spring cloud Netflix?,"<p>Could somebody explain what the difference between spring cloud and spring cloud netflix? I am just starting to learn and the difference is not very clear for me. The spring cloud is an ""interface"" (or standart or base implenetation) and Netflix is another ""implementation""? Or netflix provide something different things? (what exactly?)</p>

<p>Also Netflix is private company - is there any restriction about using they components? Is spring cloud netflix free?</p>
",<java><spring><spring-cloud><netflix>,16/01/17 12:18,LQ_CLOSE
34838294,What is difference between creating object using Object.create() and Object.assign()?,"<p>Considering following code:</p>

<pre><code>var obj1 = Object.create({}, {myProp: {value: 1}});
var obj2 = Object.assign({}, {myProp: 1});
</code></pre>

<p>Is there any difference between <code>obj1</code> and <code>obj2</code> since each object has been created in a different way?</p>
",<javascript><object-create>,16/01/17 12:27,HQ
34838463,Regex match and count,"Using Regex how would you count triplicates in a string?

example 122244445577777 

1 222 444 4 55 777 77

answer 3",<regex><match>,16/01/17 12:45,LQ_EDIT
34838542,How to get Timezone offset from moment Object?,"<p>I have <code>moment</code> Object defined as:</p>

<pre><code>var moment = require('moment');

moment('2015-12-20T12:00:00+02:00');
</code></pre>

<p>When I print it, I get:</p>

<pre><code>_d: Sun Dec 20 2015 12:00:00 GMT+0200 (EET)
_f: ""YYYY-MM-DDTHH:mm:ssZ""
_i: ""2015-12-20T12:00:00+02:00""
_isAMomentObject: true
_isUTC: false
_locale: r
_pf: Object
_tzm: 120
</code></pre>

<p>How to fetch by right way <code>_tzm</code>? (suppose its offset in minutes)</p>

<p>Thanks,</p>
",<javascript><node.js><momentjs>,16/01/17 12:54,HQ
34839339,for loop with table wchich return 12 values(month) php,"I write this code when i try to return 12 numbers from 1 to 12:

    public function getMonths() 
    { 
        for($monthNum = 1; $monthNum <= 12; $monthNum++)
            { 
              $month[$monthNum]=$monthNum;
            } 
    return [$month]; 
    }

How can i return this 12 numbers? I have now zero in my first return value. Anyone know how to resolve this? I need only 12 numbers without 0?
",<php><arrays>,16/01/17 14:17,LQ_EDIT
34839399,How to access the $container within middleware class in Slim v3?,"<p>I've been reading that in Slim v2, $app was bound to the middleware class. I'm finding this not to be the case in v3? Below is my middleware class, but I'm just getting undefined:</p>

<pre><code>&lt;?php
namespace CrSrc\Middleware;

class Auth
{
    /**
     * Example middleware invokable class
     *
     * @param  \Psr\Http\Message\ServerRequestInterface $request  PSR7 request
     * @param  \Psr\Http\Message\ResponseInterface      $response PSR7 response
     * @param  callable                                 $next     Next middleware
     *
     * @return \Psr\Http\Message\ResponseInterface
     */
    public function __invoke($request, $response, $next)
    {
        // before

var_dump($this-&gt;getContainer()); // method undefined
var_dump($this-&gt;auth); exit; // method undefined
        if (! $this-&gt;get('auth')-&gt;isAuthenticated()) {
            // Not authenticated and must be authenticated to access this resource
            return $response-&gt;withStatus(401);
        }

        // pass onto the next callable
        $response = $next($request, $response);

        // after


        return $response;
    }
}
</code></pre>

<p>What's the correct way to access the DI container within middleware? I'm guessing there ought to be a way?</p>
",<php><slim><slim-3>,16/01/17 14:24,HQ
34839449,AWS Configure Bash One Liner,"<p>Can anybody tell me how to automate the aws configure in bash with a one liner?</p>

<p>Example:</p>

<pre><code>$ aws configure --profile user2
AWS Access Key ID [None]: AKIAI44QH8DHBEXAMPLE
AWS Secret Access Key [None]: je7MtGbClwBF/2Zp9Utk/h3yCo8nvbEXAMPLEKEY
Default region name [None]: us-east-1
Default output format [None]: text
</code></pre>

<p>Application: I want to automate this inside a Docker Entrypoint!</p>
",<bash><amazon-web-services><docker>,16/01/17 14:29,HQ
34839492,Swift2 - Drawing from dictionary,I'm trying to copy image pixel by pixel and I save the data from the image in dictionary:[UIColor:CGPoint] how to draw on CGContext all points pixel by pixel with the exact color for certain pixel?,<ios><swift><dictionary><uicolor><cgpoint>,16/01/17 14:32,LQ_EDIT
