Id,Title,Body,Tags,CreationDate,Y
34683653,google maps your timeline api,"<p>google maps' new feature your timeline <a href=""https://www.google.com/maps/timeline"">https://www.google.com/maps/timeline</a> seems to be useful to retrieve location history for a given user, my question is
how to use google maps to retrieve this timeline ?
it is possible ?
sorry am new to google world and i have looked for this information on their site but no news.</p>

<p>Thanks !</p>
",<javascript><google-maps>,16/01/08 18:25,HQ
34683793,How to generate random number that must contains predefined characters?,"<p>In my application i need to generate random numbers that should contain certain character like capital letter, a number and of certain length.
It will be an honor if you guys help me out.</p>
",<php>,16/01/08 18:34,LQ_CLOSE
34684376,Psycopg2 Python SSL Support is not compiled in,"<p>I am trying to connect to my postgres database using psycopg2 with sslmode='required' param; however, I get the following error</p>

<pre><code>psycopg2.OperationalError: sslmode value ""require"" invalid when SSL support is not compiled in
</code></pre>

<p>Heres a couple details about my system</p>

<ul>
<li>Mac OS X El Capitan</li>
<li>Python 2.7</li>
<li>Installed psycopg2 via pip</li>
<li>Installed python via homebrew</li>
</ul>

<p>Here is what I tried to do to fix the problem</p>

<ul>
<li><code>brew uninstall python</code></li>
<li><code>which python</code> still shows python living in <code>/usr/local/bin/python</code>, tried to uninstall this but couldnt. And heard that this is the python that the OS uses and should not be uninstalled anyways</li>
<li><code>brew install python --with-brewed-openssl --build-from-source</code></li>
<li><code>pip uninstall psycopg2</code></li>
<li><code>pip install psycopg2</code></li>
</ul>

<p>After doing all of this, the exception still happens. I am running this python script via <code>#!/usr/bin/env python</code> Not sure if it matters, but that is a different directory than the one that <code>which python</code> shows</p>
",<python><postgresql><python-2.7><ssl><psycopg2>,16/01/08 19:13,HQ
34684796,Understanding Arraylist is not Thread safe through a java example,"I am trying to understand how Arraylist is not thread safe through a java program.Attached is my program.


    import java.util.ArrayList;
    import java.util.List;
    public  class class1 
     {
	  static List ar=new ArrayList(1);
	  public static void main(String[] args) throws InstantiationException,   
      IllegalAccessException, ClassNotFoundException, InterruptedException 
	   {
          Thread t1= new Thread()
          {
        	  public void run()        	  {
        		  while(true)
        		  {
        			
        			  ar.add(new Object());
        		  }
        	  }
          };

          Thread t2=new Thread()
          {
              	  public void run()
        	  {
        		  while(true)
        		  {
        			  ar=new ArrayList(1);
        			  ar.add(new Object());
        			  ar.add(new Object());

        		  }
        	  }
          };
          
          t1.start();
          Thread.sleep(100);
          t2.start();
          }
	    }

The error i got is:

      Exception in thread ""Thread-0"" java.lang.ArrayIndexOutOfBoundsException: 2
	  at java.util.ArrayList.add(Unknown Source)
	  at class1$1.run(class1.java:22)


I understand that the exception is caused by a thread.However,I am not getting a broader picture on how it is actually functioning.Any help would be highly appreciated.
",<java><multithreading><arraylist><collections>,16/01/08 19:39,LQ_EDIT
34684846,how to Detect if Keyboard is shown in Xcode UI test,"<p>I am writing a UI text in swift under the new Xcode 7 UI test framework.
the requirement is to test whether the system keyboard is shown in an app.
can someone give me a clue on how to do that? thanks</p>
",<ios><iphone><xcode><swift><uitest>,16/01/08 19:43,HQ
34685072,react / redux-form: how to return promise from onSubmit?,"<p>I'm trying to wrap my head around <a href=""http://rackt.org/redux/"" rel=""noreferrer"">redux</a>, <a href=""http://rackt.org/redux/docs/basics/UsageWithReact.html"" rel=""noreferrer"">react-redux</a> and <a href=""http://erikras.github.io/redux-form/"" rel=""noreferrer"">redux-form</a>.</p>

<p>I have setup a store and added the reducer from redux-form. My form component looks like this:</p>

<p><strong>LoginForm</strong></p>

<pre><code>import React, {Component, PropTypes} from 'react'
import { reduxForm } from 'redux-form'
import { login } from '../../actions/authActions'

const fields = ['username', 'password'];

class LoginForm extends Component {
    onSubmit (formData, dispatch) {
        dispatch(login(formData))
    }

    render() {
        const {
            fields: { username, password },
            handleSubmit,
            submitting
            } = this.props;

        return (
            &lt;form onSubmit={handleSubmit(this.onSubmit)}&gt;
                &lt;input type=""username"" placeholder=""Username / Email address"" {...username} /&gt;
                &lt;input type=""password"" placeholder=""Password"" {...password} /&gt;
                &lt;input type=""submit"" disabled={submitting} value=""Login"" /&gt;
            &lt;/form&gt;
        )
    }
}
LoginForm.propTypes = {
    fields: PropTypes.object.isRequired,
    handleSubmit: PropTypes.func.isRequired,
    submitting: PropTypes.bool.isRequired
}

export default reduxForm({
    form: 'login',
    fields
})(LoginForm)
</code></pre>

<p>This works as expected, in <a href=""https://github.com/gaearon/redux-devtools"" rel=""noreferrer"">redux DevTools</a> I can see how the store is updated on form input and on submitting the form the <code>login</code> action creator dispatches the login actions.</p>

<p>I added the <a href=""https://github.com/gaearon/redux-thunk"" rel=""noreferrer"">redux-thunk</a> middleware to the store and setup the action creator(s) for logging in as described in the <a href=""http://rackt.org/redux/docs/advanced/AsyncActions.html"" rel=""noreferrer"">redux docs for Async Actions</a>:</p>

<p><strong>authActions.js</strong></p>

<pre><code>import ApiClient from '../apiClient'

const apiClient = new ApiClient()

export const LOGIN_REQUEST = 'LOGIN_REQUEST'
function requestLogin(credentials) {
    return {
        type: LOGIN_REQUEST,
        credentials
    }
}

export const LOGIN_SUCCESS = 'LOGIN_SUCCESS'
function loginSuccess(authToken) {
    return {
        type: LOGIN_SUCCESS,
        authToken
    }
}

export const LOGIN_FAILURE = 'LOGIN_FAILURE'
function loginFailure(error) {
    return {
        type: LOGIN_FAILURE,
        error
    }
}

// thunk action creator returns a function
export function login(credentials) {
    return dispatch =&gt; {
        // update app state: requesting login
        dispatch(requestLogin(credentials))

        // try to log in
        apiClient.login(credentials)
            .then(authToken =&gt; dispatch(loginSuccess(authToken)))
            .catch(error =&gt; dispatch(loginFailure(error)))
    }
}
</code></pre>

<p>Again, in redux DevTools I can see that this works as expected. When <code>dispatch(login(formData))</code> is called in <code>onSubmit</code> in the LoginForm, first the <code>LOGIN_REQUEST</code> action is dispatched, followed by <code>LOGIN_SUCCESS</code> or <code>LOGIN_FAILURE</code>. <code>LOGIN_REQUEST</code> will add a property <code>state.auth.pending = true</code> to the store, <code>LOGIN_SUCCESS</code> and <code>LOGIN_FAILURE</code> will remove this property. (I know this might me something to use <a href=""https://github.com/rackt/reselect"" rel=""noreferrer"">reselect</a> for, but for now I want to keep it simple.</p>

<p>Now, in the redux-form docs I read that I can return a promise from <code>onSubmit</code> to update the form state (<code>submitting</code>, <code>error</code>). But I'm not sure what's the correct way to do this. <code>dispatch(login(formData))</code> returns <code>undefined</code>.</p>

<p>I could exchange the <code>state.auth.pending</code> flag in the store with a variable like <code>state.auth.status</code> with the values <em>requested</em>, <em>success</em> and <em>failure</em> (and again, I could probably use reselect or something alike for this).</p>

<p>I could then subscribe to the store in <code>onSubmit</code> and handle changes to <code>state.auth.status</code> like this:</p>

<pre><code>// ...

class LoginForm extends Component {
    constructor (props) {
        super(props)
        this.onSubmit = this.onSubmit.bind(this)
    }
    onSubmit (formData, dispatch) {
        const { store } = this.context
        return new Promise((resolve, reject) =&gt; {
            const unsubscribe = store.subscribe(() =&gt; {
                const state = store.getState()
                const status = state.auth.status

                if (status === 'success' || status === 'failure') {
                    unsubscribe()
                    status === 'success' ? resolve() : reject(state.auth.error)
                }
            })
            dispatch(login(formData))
        }).bind(this)
    }

    // ...
}
// ...
LoginForm.contextTypes = {
    store: PropTypes.object.isRequired
}

// ...
</code></pre>

<p>However, this solution doesn't feel good and I'm not sure if it will always work as expected when the app grows and more actions might be dispatched from other sources.</p>

<p>Another solution I have seen is moving the api call (which returns a promise) to <code>onSubmit</code>, but I would like to keep it seperated from the React component.</p>

<p>Any advice on this?</p>
",<javascript><forms><reactjs><redux><redux-form>,16/01/08 19:56,HQ
34685099,Python A part of code is not being exicuted,"Hi I have this class which gives me output of ""I am in level 1"" but doesn't out ""i am in level 2"" so i assume get_full_name(self) part isn't being executed any help ?

    class UserTest(TestCase):
    
    user = UserFactory()

    def test_user_login_client(self):
        self.client.login(username=self.user.email, password=self.user.password)
    print ""i am in level 1""

    def get_full_name(self):
        print ""i am in level 2""
        full_name = user.full_name()

        return full_name

 ",<python><testcase>,16/01/08 19:58,LQ_EDIT
34685210,Can I delete an item using DynamoDB Mapper without loading it first?,"<p>I am using DynamoDB mapper for deleting an item but have to make sure it exists before deleting it?</p>

<p>So I'm currently doing</p>

<pre><code>public void delete(final String hashKey, final Long rangeKey) {
    final Object obj = mapper.load(Object.class, hashKey, rangeKey);
    if (obj != null) {
        mapper.delete(obj);
    } 
} 
</code></pre>

<p>If there a way to delete an item without loading it first? I want it to silently return if the item was not found</p>
",<amazon-dynamodb>,16/01/08 20:06,HQ
34685928,Token null Sign-in Google Account,"<p>I am following the example of google to get the token but without success.
Always fails to acquire the token.
This is latest way Google displays on your page developers
I believe the error is not in my code</p>

<pre><code>  private String CLIENTE_ID = ""...apps.googleusercontent.com"";



GoogleSignInOptions gso = new GoogleSignInOptions.Builder(GoogleSignInOptions.DEFAULT_SIGN_IN)
            .requestIdToken(CLIENTE_ID)
            .requestEmail()
            .build();

// Build GoogleAPIClient with the Google Sign-In API and the above options.
mGoogleApiClient = new GoogleApiClient.Builder(this)
            .enableAutoManage(this /* FragmentActivity */, this /* OnConnectionFailedListener */)
            .addApi(Auth.GOOGLE_SIGN_IN_API, gso)
            .build();

imgBGoogle.setOnClickListener(new View.OnClickListener() {
@Override
public void onClick(View v) {

            Intent signInIntent = Auth.GoogleSignInApi.getSignInIntent(mGoogleApiClient);
            startActivityForResult(signInIntent, 9002);
        }
});



@Override
public void onActivityResult(int requestCode, int resultCode, Intent data) {
        super.onActivityResult(requestCode, resultCode, data);

        // Result returned from launching the Intent from GoogleSignInApi.getSignInIntent(...);
        if (requestCode == 9002) {
            GoogleSignInResult result = Auth.GoogleSignInApi.getSignInResultFromIntent(data);

            handleSignInResult(result, data);

        }

if (requestCode == 9002) {
            // [START get_id_token]
            GoogleSignInResult result = Auth.GoogleSignInApi.getSignInResultFromIntent(data);
            Log.d(TAG, ""onActivityResult:GET_TOKEN:success:"" + result.getStatus().isSuccess());

            if (result.isSuccess()) {
                GoogleSignInAccount acct = result.getSignInAccount();
                String idToken = acct.getIdToken();

                // Show signed-in UI.
                Log.d(TAG, ""idToken:"" + idToken);
                Log.d(TAG, ""\n "");

                // TODO(user): send token to server and validate server-side
            } else {
                // Show signed-out UI.
                Log.d(TAG, ""idToken: fail"");

            }
            // [END get_id_token]
        }



}

private void handleSignInResult(GoogleSignInResult result, Intent data) {

        getToken1(data);
        getToken2(result);

        String BOOKS_API_SCOPE = ""https://www.googleapis.com/auth/books"";
        String GPLUS_SCOPE = ""https://www.googleapis.com/auth/plus.login"";
        String mScopes = ""oauth2:"" + BOOKS_API_SCOPE + "" "" + GPLUS_SCOPE;

}


void getToken1(Intent data){

    GoogleSignInResult a = Auth.GoogleSignInApi.getSignInResultFromIntent(data);

    if (a.isSuccess()) {

        Log.d(TAG, ""TOKEN 1: "" + a.getSignInAccount().getIdToken());
        Log.d(TAG, ""DISPLAY NAME 1: "" +a.getSignInAccount().getDisplayName());
        Log.d(TAG, ""ID 1: "" + a.getSignInAccount().getId()+""\n "");

    }else{
        Log.d(TAG, ""ID 1: falhou""+""\n "");
    }

}

void getToken2(GoogleSignInResult result){

        if (result.isSuccess()) {

            GoogleSignInAccount acct = result.getSignInAccount();

            Log.d(TAG, ""TOKEN 2: "" + acct.getIdToken());
            Log.d(TAG, ""DISPLAY NAME 2: "" + acct.getDisplayName());
            Log.d(TAG, ""ID 2: "" + acct.getId()+""\n "");

        }else{
            Log.d(TAG, ""ID 2: falhou""+""\n "");
        }

}
</code></pre>

<p><strong>how can I get the token?
can anyone help me?</strong></p>

<p><a href=""https://i.stack.imgur.com/Uj0LO.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/Uj0LO.png"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/6keg0.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/6keg0.png"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/csq4D.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/csq4D.png"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/p2zSX.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/p2zSX.png"" alt=""enter image description here""></a></p>
",<android><google-signin><googlesigninaccount>,16/01/08 20:57,HQ
34685947,Adjust Single Value within Tensor -- TensorFlow,"<p>I feel embarrassed asking this, but how do you adjust a single value within a tensor? Suppose you want to add '1' to only one value within your tensor?</p>

<p>Doing it by indexing doesn't work:</p>

<pre><code>TypeError: 'Tensor' object does not support item assignment
</code></pre>

<p>One approach would be to build an identically shaped tensor of 0's. And then adjusting a 1 at the position you want. Then you would add the two tensors together. Again this runs into the same problem as before.</p>

<p>I've read through the API docs several times and can't seem to figure out how to do this. Thanks in advance! </p>
",<indexing><addition><tensorflow>,16/01/08 20:58,HQ
