Id,Title,Body,Tags,CreationDate,Y
34601582,what is the difference between import and const and which is preferred in commonjs,"<p>I have noticed a bit of switching between using const and import for referencing libraries in node.js applications using es6 syntax with Babel.</p>

<p>What is the preferred method and what is the difference between using const and import? Assuming you may be importing the same library in many files/components.</p>

<p><strong>const</strong></p>

<pre><code>const React = require('react')
</code></pre>

<p><strong>import</strong></p>

<pre><code>import React from 'react'
</code></pre>

<p>Here are the definitions of each but I am still not sure which to use.</p>

<p><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/import"">import</a></p>

<p>The import statement is used to import functions, objects or primitives that have been exported from an external module, another script, etc.</p>

<p><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/const"">const</a></p>

<p>The const declaration creates a read-only reference to a value. It does not mean the value it holds is immutable, just that the variable identifier cannot be reassigned.</p>
",<javascript><node.js><reactjs><babeljs><commonjs>,16/01/04 23:12,HQ
34603157,How to get a text from SearchView?,"<p>I need to get a text from SearchView and compare it to strings in my activity's ListView and show a Toast if the word in a SearchView is in my ListView. How do I do that? Here's my working code for the SearchView:</p>

<pre><code>MenuItem ourSearchItem = menu.findItem(R.id.menu_item_search);

        SearchView sv = (SearchView) ourSearchItem.getActionView();

        sv.setOnQueryTextListener(new SearchView.OnQueryTextListener() {
            @Override
            public boolean onQueryTextSubmit(String query) {
                return false;
            }

            @Override
            public boolean onQueryTextChange(String newText) {

                adapter.getFilter().filter(newText);
                }
                return false;
            }
        });
</code></pre>
",<android>,16/01/05 2:14,HQ
34603355,"Android Device Monitor ""data"" folder is empty","<p>I have tested creating, inserting and retrieving data into my apps db, and know it works through usage of Log statements. </p>

<p>However, I wish to expedite testing and use the Android Device Monitor. However, though the db exists and data is stored, when accessing below, the <code>data</code> folder is empty:</p>

<p><a href=""https://i.stack.imgur.com/2y1zs.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/2y1zs.png"" alt=""enter image description here""></a></p>

<p>Why would this be the case? How can this be configured to show the db file and contents?</p>
",<android><sqlite><android-studio>,16/01/05 2:40,HQ
34603388,Should Comparable ever compare to another type?,"<p>I'm wondering if there's ever a valid use case for the following:</p>

<pre><code>class Base {}

class A implements Comparable&lt;Base&gt; {
    //...
}
</code></pre>

<p>It seems to be a common pattern (see <a href=""https://docs.oracle.com/javase/8/docs/api/java/util/Collections.html"" rel=""noreferrer"">Collections</a> for a number of examples) to accept a collection of type <code>T</code>, where <code>T extends Comparable&lt;? super T&gt;</code>.</p>

<p>But it seems technically impossible to fulfill the contract of <a href=""https://docs.oracle.com/javase/8/docs/api/java/lang/Comparable.html#compareTo-T-"" rel=""noreferrer""><code>compareTo()</code></a> when comparing to a base class, because there's no way to ensure that another class doesn't extend the base with a contradictory comparison. Consider the following example:</p>

<pre><code>class Base {
    final int foo;
    Base(int foo) {
        this.foo = foo;
    }
}

class A extends Base implements Comparable&lt;Base&gt; {
    A(int foo) {
        super(foo);
    }
    public int compareTo(Base that) {
        return Integer.compare(this.foo, that.foo); // sort by foo ascending
    }
}

class B extends Base implements Comparable&lt;Base&gt; {
    B(int foo) {
        super(foo);
    }
    public int compareTo(Base that) {
        return -Integer.compare(this.foo, that.foo); // sort by foo descending
    }
}
</code></pre>

<p>We have two classes extending <code>Base</code> using comparisons that don't follow a common rule (if there were a common rule, it would almost certainly be implemented in <code>Base</code>). Yet the following broken sort will compile:</p>

<pre><code>Collections.sort(Arrays.asList(new A(0), new B(1)));
</code></pre>

<p>Wouldn't it be safer to only accept <code>T extends Comparable&lt;T&gt;</code>? Or is there some use case that would validate the wildcard?</p>
",<java><comparable>,16/01/05 2:43,HQ
34603680,What is squeeze testing?,"<p>In the talk ""<a href=""http://www.infoq.com/presentations/netflix-operations-devops"" rel=""noreferrer"">Beyond DevOps: How Netflix Bridges the Gap</a>,"" around 29:10 Josh Evans mentions squeeze testing as something that can help them understand system drift. What is squeeze testing and how is it implemented?</p>
",<testing><architecture><devops>,16/01/05 3:22,HQ
34603937,Print type of variable in python3.5 on django 1.8,"<p>I am having a hard time of determining the type of my variable since I am used on python2 and have just migrated to python3</p>

<pre><code>from django.http import HttpResponse

def myview(request):
    x = ""Name""
    print (x)
    print type(x)
    return HttpResponse(""Example output"")
</code></pre>

<p>This code will throw an error because of print type(x). However if you changed that syntax line  to type(x). The type does not return an output on the runserver of django.</p>
",<django><python-3.5>,16/01/05 3:59,HQ
34604439,Reference variables and pointers,"Is `int &y=x` same as `int y=&x`?

Also in the below code, why is `*s++` giving me some wrong results? I was expecting `*s` value to be 12

Are `s++` and `*s++` the same?

    #include <iostream>
    using namespace std;
    
    int main()
    {
    	int p=10;
    	int &q=p;	//q is a reference variable to p
    	//int r=&p;	//error: invalid conversion from 'int*' to 'int'
    	int *s=&p;	//valid
    	q++;		
    	*s++;		//here even s++ works, and cout<<*s does not give 12 but some lengthy number
    				//and cout<<s gives some hexadecimal, I'm guessing thats the address
    	cout<<p<<endl<<q<<endl<<*s;
    }

Output I'm getting:

11

11

6422280",<c++><variables><pointers>,16/01/05 4:58,LQ_EDIT
34604646,"whick keyword can be used to replace ""FROM"" in sql?","I am trying to bypass a waf ,and whick keyword can be used to replace ""FROM"" in sql ?",<sql><security><web-application-firewall>,16/01/05 5:19,LQ_EDIT
34605166,Actionscript error :(,"im just a beginner at this and i would really appreciate some help :)
This is my code:

    import flash.events.MouseEvent;
    import flash.display.MovieClip;
    
    var currentButton:MovieClip
    button1.addEventListener(MouseEvent.CLICK, mouseClick);
    button2.addEventListener(MouseEvent.CLICK, mouseClick);
    button3.addEventListener(MouseEvent.CLICK, mouseClick);
    button4.addEventListener(MouseEvent.CLICK, mouseClick);
    function mouseClick(event:MouseEvent):void {
    	currentButton.alpha = 1;
    	currentButton.mouseEnabled = true;
    	currentButton = event.target as MovieClip;
    	trace(""CLICK"");
    	currentButton.alpha = 0.7;
    	currentButton.mouseEnabled = false;
    }

But i get this error when i click on a button:
TypeError: Error #1009: Cannot access a property or method of a null object reference.
	at Untitled_fla::MainTimeline/mouseClick()
sorry if i didnt post this question right, im just new here
",<actionscript-3><flash>,16/01/05 6:03,LQ_EDIT
34605384,What is the correct way to put multiple controls inside update panel?,"<p>I have one registration form which contains 3 to 4 dropdown controls and 2 datepickers and now when dropdown controls value are selected(selectedindex change are fired)
then i dont want my page to postback.</p>

<p>I have use update panel to stop this behaviour of post like below:</p>

<pre><code>&lt;asp:UpdatePanel ID=""UpdatePanel1"" runat=""server""&gt;
        &lt;ContentTemplate&gt;

      &lt;%--Update Panel for date picker%&gt;
      &lt;asp:UpdatePanel ID=""UpdatePanelDatepicker"" runat=""server""&gt;
                    &lt;ContentTemplate&gt;
                      &lt;telerik:RadDatePicker ID=""rdpDate1"" runat=""server""&gt;
                      &lt;/telerik:RadDatePicker&gt;
                    &lt;/ContentTemplate&gt;
      &lt;/asp:UpdatePanel&gt;

       &lt;%--Update Panel for Dropdown--%&gt;
       &lt;asp:UpdatePanel ID=""updatepaneldata"" runat=""server""&gt; 
                      &lt;ContentTemplate&gt;
                     &lt;telerik:RadComboBox ID=""ddlCountry"" runat=""server""&gt;
                      &lt;/telerik:RadComboBox&gt;
                    &lt;/ContentTemplate&gt;
      &lt;/asp:UpdatePanel&gt;


  &lt;/ContentTemplate&gt;
    &lt;/asp:UpdatePanel&gt;
</code></pre>

<p>So i just wanted to ask that is this correct way to put multiple controls under update panels??</p>
",<c#><asp.net><telerik><updatepanel>,16/01/05 6:21,HQ
34605832,How to Write Json Array to file using jackson,"<p>I created a Json file where i wanted to write write java object as Array element. Im using jackson.</p>

<pre><code>    try{
           String json;
           String phyPath = request.getSession().getServletContext().getRealPath(""/"");
           String filepath = phyPath + ""resources/"" + ""data.json"";
           File file = new File(filepath);
           if (!file.exists()) {
               System.out.println(""pai nai"");
               file.createNewFile();               
           }  
           json = mapper.writerWithDefaultPrettyPrinter().writeValueAsString(story);
           Files.write(new File(filepath).toPath(), Arrays.asList(json), StandardOpenOption.APPEND);    
    } 
</code></pre>

<p>This is not what i exactly want .it creates data like </p>

<pre><code>{
  ""storyTitle"" : ""ttt"",
  ""storyBody"" : ""tttt"",
  ""storyAuthor"" : ""tttt""
}
{
  ""storyTitle"" : ""a"",
  ""storyBody"" : ""a"",
  ""storyAuthor"" : ""a""
}
</code></pre>

<p>I just need to create a Array of Json where i add java object, data should be like this </p>

<pre><code>[{
  ""storyTitle"" : ""ttt"",
  ""storyBody"" : ""tttt"",
  ""storyAuthor"" : ""tttt""
}
,{
  ""storyTitle"" : ""a"",
  ""storyBody"" : ""a"",
  ""storyAuthor"" : ""a""
}]
</code></pre>
",<java><json><jackson>,16/01/05 6:57,HQ
34606402,Printing Different Paterns in Single Program,"Here User enter X Coordinate, Y coordinate ,Length L,number n. if user enters n
 we have to print ""stright Line"" with (x,y) cordinates, if n=2 print bisecting Lines if n=3 print triangle like.... Here  Length purpose is to Print Length of side is equal to L. Is there any solutions for this question please comment because it was asked me for interview?",<c#>,16/01/05 7:34,LQ_EDIT
34606570,$_SERVER['HTTP_REFERER'] and RewriteCond %{HTTP_REFERER},"Some problem.

.htaccess:

    RewriteEngine on
    RewriteBase /
    
    RewriteCond %{HTTP_HOST} !^example\.com
    RewriteRule ^(.*)$ http://example.com/$1 [R=301,L]
    
    RewriteRule ^page([0-9]+).html$ index.php?page=$1
    
    RewriteRule ^p([0-9]+)-([a-zA-Z0-9_]+).html$ index.php?id_post=$1&title_post=$2
    RewriteRule ^([a-zA-Z0-9_\-]+)/page([0-9]+).html$ index.php?mpoint=$1&page=$2 [L]
    RewriteRule ^([a-zA-Z0-9_\-]+).html$ index.php?mpoint=$1
    RewriteRule ^.*.html$ index.php?mpoint=$1
    
    
    RewriteCond %{HTTP_REFERER} ^www.example111.com$ [NC,OR]
    RewriteCond %{HTTP_REFERER} ^example222.ml$ 
    RewriteRule .* – [F]

index.php 

    echo $_SERVER['HTTP_REFERER'];

result: http://www.example111.com/xxxx/yyy.html

**Why RewriteCond  dont work?**",<apache><.htaccess><mod-rewrite><http-referer>,16/01/05 7:46,LQ_EDIT
34607230,Crashing Pointer Array C++,"<p>Code::Blocks, Win7, C++</p>

<p>Hi, I'm creating an overview project for myself, and an integral part includes doing an Exchange Sort in descending order. I've created a simple trial run to test the concept.</p>

<p>Embarrassingly enough, I can't get past creating the array without the project crashing. This only happens when I create the array with pointers (My project's arrays are pointers, which is why I need this to work). The code compiles fine, but when I run it, I get a Window's notification that ""ArrayTest.exe has stopped working""</p>

<p>When I print out each dereferenced value, I get:</p>

<p>""The original order: 1 13 5 7 2 ""</p>

<p>When I print out each value's address, I get: </p>

<p>""The original order: 0x28ff08 0x28ffc4 0x760c8cd5 0x6aadab61 0xfffffffe ""</p>

<p>The last address showed up when using an array length of 6, and crashes as well. Am I blind to a simple error in my code, or is this a hardware issue?</p>

<pre><code>//filename ArrayTest
#include &lt;iostream&gt;

using namespace std;

int main()
{
    int *j[5];
    (*j)[0] = 1;
    (*j)[1] = 13;
    (*j)[2] = 5;
    (*j)[3] = 7;
    (*j)[4] = 2;

    cout &lt;&lt; ""The original order: "";
    for (int i = 0; i &lt; 5; i++)
    {
        cout &lt;&lt; (*j)[i] &lt;&lt; "" "";
    }

     return 0;
}
</code></pre>
",<c++><arrays><pointers>,16/01/05 8:32,LQ_CLOSE
34607935,How to work with database in asp.net,"I am php web developer .now i want to work with asp.net but it's very difficult for me to work with databases in asp.net.I need some source link from where i can easily learn asp.net.
----------------------------------
-----------------------------------=
   ",<asp.net>,16/01/05 9:14,LQ_EDIT
