Id,Title,Body,Tags,CreationDate,Y,MergedText,ProcessedText
34668429,Count the difference in sql result,"[enter image description here][1]


  [1]: http://i.stack.imgur.com/suHH7.jpg

I would like to get number that has different isreq but the same type. Anyone please. Thanks.",<sql><linq><linq-to-sql>,16/01/08 2:14,LQ_EDIT,"<sql><linq><linq-to-sql>, Count the difference in sql result, [enter image description here][1]


  [1]: http://i.stack.imgur.com/suHH7.jpg

I would like to get number that has different isreq but the same type. Anyone please. Thanks.","<sal><line><line-to-sal>, count differ sal result, [enter image rescript here][1] [1]: http://i.stick.incur.com/such.pg would like get number differ sire type. anyone please. thanks."
34668678,Having trouble writing a main method for my class,"<p>So im writing a method for my computer science class in which im trying to make a kinda like walking path thing. What i want to do is test the methods where the isLevelSegment part will return true if the difference between the maximum and minimum elevation in the walking path segment is less than or equal to ten meters and the isDifficult method is trying to see if there are 3 or more elevation changes in a path ( elevation changes are at least 30 meters up or down ). All my code is written [ idk if its correct or not, i think it is ] and basically and idk why im having a really hard time writing the main method to test it. Help?</p>

<p>public class Lab11 {</p>

<pre><code>public class WalkingPath
{
    private int[] markers;

public boolean isLevelSegment (int start, int end )
{
int min = 1;
int max = 0;


for (int i = start; i&lt;= end ; i ++)
{
    if (markers[i] &gt; max)
        max = markers[i];
    if (markers[i] &lt; min || min == -1)
        min = markers [i];
}
if ((max - min) &lt;= 10)
return true;
else 
    return false;

}





public boolean isDifficult ()
 {
     int changes = 0; 
        for ( int i = 1 ; i&lt; markers.length ; i ++)
        {
            if ((markers[i] - markers [i - 1]) &gt;= 30)
                changes ++;
        }
        if (changes &gt;= 3)
            return true;
        else 
            return false;
 }
    }

}
</code></pre>
",<java>,16/01/08 2:46,LQ_CLOSE,"<java>, Having trouble writing a main method for my class, <p>So im writing a method for my computer science class in which im trying to make a kinda like walking path thing. What i want to do is test the methods where the isLevelSegment part will return true if the difference between the maximum and minimum elevation in the walking path segment is less than or equal to ten meters and the isDifficult method is trying to see if there are 3 or more elevation changes in a path ( elevation changes are at least 30 meters up or down ). All my code is written [ idk if its correct or not, i think it is ] and basically and idk why im having a really hard time writing the main method to test it. Help?</p>

<p>public class Lab11 {</p>

<pre><code>public class WalkingPath
{
    private int[] markers;

public boolean isLevelSegment (int start, int end )
{
int min = 1;
int max = 0;


for (int i = start; i&lt;= end ; i ++)
{
    if (markers[i] &gt; max)
        max = markers[i];
    if (markers[i] &lt; min || min == -1)
        min = markers [i];
}
if ((max - min) &lt;= 10)
return true;
else 
    return false;

}





public boolean isDifficult ()
 {
     int changes = 0; 
        for ( int i = 1 ; i&lt; markers.length ; i ++)
        {
            if ((markers[i] - markers [i - 1]) &gt;= 30)
                changes ++;
        }
        if (changes &gt;= 3)
            return true;
        else 
            return false;
 }
    }

}
</code></pre>
","<cava>, trouble write main method class, <p>so in write method compute science class in try make kind like walk path thing. want test method islevelseg part return true differ maximum minimum eley walk path segment less equal ten peter difficult method try see 3 eley change path ( eley change least 30 peter ). code written [ ink correct not, think ] basic ink in really hard time write main method test it. help?</p> <p>public class labor {</p> <pre><code>pull class walkingpath { privat in[] markets; public woolen islevelseg (in start, in end ) { in min = 1; in max = 0; (in = start; i&it;= end ; ++) { (markets[i] &it; max) max = markets[i]; (markets[i] &it; min || min == -1) min = marker [i]; } ((max - min) &it;= 10) return true; else return false; } public woolen difficult () { in change = 0; ( in = 1 ; i&it; markets.length ; ++) { ((markets[i] - marker [i - 1]) &it;= 30) change ++; } (change &it;= 3) return true; else return false; } } } </code></pre>"
34668878,should i use `return` in Promise?,"<pre><code>function saveToTheDb(value) {  
  return new Promise(function(resolve, reject) {
    db.values.insert(value, function(err, user) { // remember error first ;)
      if (err) {
        return reject(err); // don't forget to return here
      }
      resolve(user);
    })
  }
}
</code></pre>

<p>Here is the code which i see from <a href=""https://blog.risingstack.com/asynchronous-javascript/"" rel=""noreferrer"">here</a>.
i am confused about <code>return</code> keyword.</p>

<p>For <code>resolve(user);</code>, do i need <code>return</code>?</p>

<p>For <code>reject(user);</code>,  do i need <code>return</code>?</p>
",<node.js><promise>,16/01/08 3:06,HQ,"<node.js><promise>, should i use `return` in Promise?, <pre><code>function saveToTheDb(value) {  
  return new Promise(function(resolve, reject) {
    db.values.insert(value, function(err, user) { // remember error first ;)
      if (err) {
        return reject(err); // don't forget to return here
      }
      resolve(user);
    })
  }
}
</code></pre>

<p>Here is the code which i see from <a href=""https://blog.risingstack.com/asynchronous-javascript/"" rel=""noreferrer"">here</a>.
i am confused about <code>return</code> keyword.</p>

<p>For <code>resolve(user);</code>, do i need <code>return</code>?</p>

<p>For <code>reject(user);</code>,  do i need <code>return</code>?</p>
","<node.is><promise>, use `return` promise?, <pre><code>fact savetothedb(value) { return new promise(function(resolve, reject) { do.values.insert(value, function(err, user) { // remember error first ;) (err) { return reject(err); // forget return } resolve(user); }) } } </code></pre> <p>here code see <a he=""http://blow.risingstack.com/asynchronous-javascript/"" red=""noreferrer"">here</a>. confuse <code>return</code> eyford.</p> <p>for <code>resolve(user);</code>, need <code>return</code>?</p> <p>for <code>reject(user);</code>, need <code>return</code>?</p>"
34669501,How did Neil Patel make the text on http://www.quicksprout.com/pro dynamically insert the cirt name into the HTML?,"<p>This is an awesome way to appeal to folks from the city that they are browsing from.  Is this some kind of JS technique?  Would love a link to an example or if it already exists on GitHub?  Sorry for the newbie question--I'm new to front-end dev.</p>

<p>Screenshot:</p>

<p><a href=""http://i.stack.imgur.com/sCWqD.png"" rel=""nofollow"">Quicksprout site:</a></p>
",<javascript><html><css><node.js>,16/01/08 4:26,LQ_CLOSE,"<javascript><html><css><node.js>, How did Neil Patel make the text on http://www.quicksprout.com/pro dynamically insert the cirt name into the HTML?, <p>This is an awesome way to appeal to folks from the city that they are browsing from.  Is this some kind of JS technique?  Would love a link to an example or if it already exists on GitHub?  Sorry for the newbie question--I'm new to front-end dev.</p>

<p>Screenshot:</p>

<p><a href=""http://i.stack.imgur.com/sCWqD.png"" rel=""nofollow"">Quicksprout site:</a></p>
","<javascript><html><iss><node.is>, nail panel make text http://www.quicksprout.com/pro dream insert cart name html?, <p>the awesom way appeal folk city brows from. kind is technique? would love link example already exist github? sorry newby question--i'm new front-end de.</p> <p>screenshot:</p> <p><a he=""http://i.stick.incur.com/scold.pig"" red=""follow"">quicksprout site:</a></p>"
34669611,"An error while submitting app to app store ""ERROR ITMS-90455""","<p>This error show up when I am submitting the app to the store.What I have done is I have re-create the watch kit after I found that my project doesn't need to have glance interface.I have remove the target and old file.It have no problem when I execute on the device.</p>

<p>Error ITMS-90455: ""Invalid WatchKit App Bundle.The value '2.1' for MinimunOSVersion key in info.plist in bundle 'appname.watchkitapp'is not supported.""</p>
",<ios><app-store><watchos-2>,16/01/08 4:39,LQ_CLOSE,"<ios><app-store><watchos-2>, An error while submitting app to app store ""ERROR ITMS-90455"", <p>This error show up when I am submitting the app to the store.What I have done is I have re-create the watch kit after I found that my project doesn't need to have glance interface.I have remove the target and old file.It have no problem when I execute on the device.</p>

<p>Error ITMS-90455: ""Invalid WatchKit App Bundle.The value '2.1' for MinimunOSVersion key in info.plist in bundle 'appname.watchkitapp'is not supported.""</p>
","<is><pp-store><watches-2>, error submit pp pp store ""error its-90455"", <p>the error show submit pp store.what done re-great watch kit found project need glance interface.i remove target old file.it problem execute device.</p> <p>error its-90455: ""invalid watchkit pp bundle.th value '2.1' minimunosvers key into.list bundle 'appease.watchkitapp'i supported.""</p>"
34669632,Trying to ping linux vm hosted on azure does not work,"<p>As title, how can I ping my machine to do some basic network testing? I have created a new VM but pinging it's public address returns request timeout.</p>
",<linux><azure><virtual-machine><ping><icmp>,16/01/08 4:41,LQ_CLOSE,"<linux><azure><virtual-machine><ping><icmp>, Trying to ping linux vm hosted on azure does not work, <p>As title, how can I ping my machine to do some basic network testing? I have created a new VM but pinging it's public address returns request timeout.</p>
","<line><azure><virtual-machine><king><imp>, try king line am host azur work, <p>a title, king machine basic network testing? great new am king public address return request timeout.</p>"
34669824,Flask app context for sqlalchemy,"<p>I am working on a small rest api in flask. Api has route that registers a request and spawn separate thread to run in background. Here is the code:</p>

<pre><code>def dostuff(scriptname):
    new_thread = threading.Thread(target=executescript,args=(scriptname,))
    new_thread.start()
</code></pre>

<p>Thread starts but it errors out when I try to insert into db from executescript function. It complains about db object not registered with the app.</p>

<p>I am dynamically creating my app (with api as Blueprint).</p>

<p>Here is the structure of the app</p>

<pre><code>-run.py ## runner script
-config
   -development.py
   -prod.py
-app
  -__init__.py
  - auth.py
  - api_v1
     - __init__.py
     - routes.py
     - models.py
</code></pre>

<p>here is my runner script <code>run.py</code> :</p>

<pre><code>from app import create_app, db

if __name__ == '__main__':
    app = create_app(os.environ.get('FLASK_CONFIG', 'development'))
    with app.app_context():
        db.create_all()
    app.run()
</code></pre>

<p>Here is the code from <code>app/__init__.py</code> which creates the app:</p>

<pre><code>from flask import Flask, jsonify, g
from flask.ext.sqlalchemy import SQLAlchemy

db = SQLAlchemy()

def create_app(config_name):
    """"""Create an application instance.""""""
    app = Flask(__name__)

    # apply configuration
    cfg = os.path.join(os.getcwd(), 'config', config_name + '.py')
    app.config.from_pyfile(cfg)

    # initialize extensions
    db.init_app(app)
    # register blueprints
    from .api_v1 import api as api_blueprint
    app.register_blueprint(api_blueprint, url_prefix='/api/')
    return app 
</code></pre>

<p>All I need to know is how do I extend app context in <code>routes.py</code>. I can not import app there directly and if I do the following, I get <code>RuntimeError: working outside of application context</code></p>

<pre><code>def executescript(scriptname):
    with current_app.app_context():
        test_run = Testrun(pid=989, exit_status=988,comments=""Test TestStarted"")
        db.session.add(test_run)
        db.session.commit()
</code></pre>
",<python><flask><flask-sqlalchemy><flask-restful>,16/01/08 5:01,HQ,"<python><flask><flask-sqlalchemy><flask-restful>, Flask app context for sqlalchemy, <p>I am working on a small rest api in flask. Api has route that registers a request and spawn separate thread to run in background. Here is the code:</p>

<pre><code>def dostuff(scriptname):
    new_thread = threading.Thread(target=executescript,args=(scriptname,))
    new_thread.start()
</code></pre>

<p>Thread starts but it errors out when I try to insert into db from executescript function. It complains about db object not registered with the app.</p>

<p>I am dynamically creating my app (with api as Blueprint).</p>

<p>Here is the structure of the app</p>

<pre><code>-run.py ## runner script
-config
   -development.py
   -prod.py
-app
  -__init__.py
  - auth.py
  - api_v1
     - __init__.py
     - routes.py
     - models.py
</code></pre>

<p>here is my runner script <code>run.py</code> :</p>

<pre><code>from app import create_app, db

if __name__ == '__main__':
    app = create_app(os.environ.get('FLASK_CONFIG', 'development'))
    with app.app_context():
        db.create_all()
    app.run()
</code></pre>

<p>Here is the code from <code>app/__init__.py</code> which creates the app:</p>

<pre><code>from flask import Flask, jsonify, g
from flask.ext.sqlalchemy import SQLAlchemy

db = SQLAlchemy()

def create_app(config_name):
    """"""Create an application instance.""""""
    app = Flask(__name__)

    # apply configuration
    cfg = os.path.join(os.getcwd(), 'config', config_name + '.py')
    app.config.from_pyfile(cfg)

    # initialize extensions
    db.init_app(app)
    # register blueprints
    from .api_v1 import api as api_blueprint
    app.register_blueprint(api_blueprint, url_prefix='/api/')
    return app 
</code></pre>

<p>All I need to know is how do I extend app context in <code>routes.py</code>. I can not import app there directly and if I do the following, I get <code>RuntimeError: working outside of application context</code></p>

<pre><code>def executescript(scriptname):
    with current_app.app_context():
        test_run = Testrun(pid=989, exit_status=988,comments=""Test TestStarted"")
        db.session.add(test_run)
        db.session.commit()
</code></pre>
","<patron><flask><flask-sqlalchemy><flask-restful>, flask pp context sqlalchemy, <p>i work small rest apt flask. apt rout resist request spain spear thread run background. code:</p> <pre><code>def stuff(scriptname): new_thread = treading.thread(target=executescript,arms=(scriptname,)) new_thread.start() </code></pre> <p>thread start error try insert do executescript function. complain do object resist pp.</p> <p>i dream great pp (with apt blueprint).</p> <p>here structure pp</p> <pre><code>-run.i ## runner script -confirm -development.i -proud.i -pp -__init__.i - auto.i - api_v1 - __init__.i - routes.i - models.i </code></pre> <p>here runner script <code>run.by</code> :</p> <pre><code>from pp import create_app, do __name__ == '__main__': pp = create_app(os.environs.get('flask_config', 'development')) pp.app_context(): do.create_all() pp.run() </code></pre> <p>here code <code>pp/__init__.by</code> great pp:</p> <pre><code>from flask import flask, jsonify, g flask.ext.sqlalchemi import sqlalchemi do = sqlalchemy() def create_app(config_name): """"""great applied instance."""""" pp = flask(__name__) # apply configur cf = os.path.join(os.getcwd(), 'confirm', config_nam + '.by') pp.confirm.from_pyfile(cf) # into extent do.init_app(pp) # resist blueprint .api_v1 import apt api_blueprint pp.register_blueprint(api_blueprint, url_prefix='/apt/') return pp </code></pre> <p>all need know extend pp context <code>routes.by</code>. import pp directly following, get <code>runtimeerror: work outside applied context</code></p> <pre><code>def executescript(scriptname): current_app.app_context(): test_run = testrun(did=989, exit_status=988,comments=""test teststarted"") do.session.add(test_run) do.session.commit() </code></pre>"
34669977,"How to use annotation style used on The Atlantic's article, ""The Host"" by David Foster Wallace","<p><a href=""https://38.media.tumblr.com/e35167d2556a8a6416ae68f9b6c2b514/tumblr_inline_notlshs8W31qz6f4b_540.gif"" rel=""nofollow"">This is what I want</a> to replicate on my website for students. I am new to coding and I have tried to copy, paste a chunk of the source code, but nothing seems to work. </p>

<p><a href=""http://www.theatlantic.com/magazine/archive/2005/04/host/303812/#annotation1"" rel=""nofollow"">Here is a link to the article itself</a>. </p>

<p>Any help is appreciated. If this is considered spam, my apologies. </p>
",<html><css>,16/01/08 5:15,LQ_CLOSE,"<html><css>, How to use annotation style used on The Atlantic's article, ""The Host"" by David Foster Wallace, <p><a href=""https://38.media.tumblr.com/e35167d2556a8a6416ae68f9b6c2b514/tumblr_inline_notlshs8W31qz6f4b_540.gif"" rel=""nofollow"">This is what I want</a> to replicate on my website for students. I am new to coding and I have tried to copy, paste a chunk of the source code, but nothing seems to work. </p>

<p><a href=""http://www.theatlantic.com/magazine/archive/2005/04/host/303812/#annotation1"" rel=""nofollow"">Here is a link to the article itself</a>. </p>

<p>Any help is appreciated. If this is considered spam, my apologies. </p>
","<html><iss>, use cannot style use atlantic' article, ""the host"" david foster palace, <p><a he=""http://38.media.tumbler.com/e35167d2556a8a6416ae68f9b6c2b514/tumblr_inline_notlshs8w31qz6f4b_540.if"" red=""follow"">the want</a> relic west students. new code try copy, past chink source code, not seem work. </p> <p><a he=""http://www.theatlantic.com/magazine/archive/2005/04/host/303812/#annotation1"" red=""follow"">her link article itself</a>. </p> <p>and help appreciated. consider spasm, apologies. </p>"
34670533,Wordpress REST API (wp-api) 404 Error,"<p>I have been using the Wordpress REST plugin WP-API for months now while developing locally with XAMPP.  I recently migrated my site to an EC2 instance and everything is working fine <strong>except</strong> I now get a 404 with the following message whenever I try to access any endpoint on the API:</p>

<blockquote>
  <p>The requested URL /wordpress/wp-json/ was not found on this server</p>
</blockquote>

<p><strong>Pretty permalinks are enabled</strong> with the following structure <code>http://.../wordpress/sample-post/</code> which works fine when navigating to a specific post in the browser.</p>

<p>Here are some details about my setup:</p>

<ul>
<li>Wordpress 4.4.1

<ul>
<li><strong>Not a Multisite</strong></li>
</ul></li>
<li>WP REST API plugin 2.0-beta9</li>
<li>Apache 2.2.22</li>
<li>Ubuntu 12.04.5</li>
</ul>

<p>Any help would be greatly appreciated as I have gone through SO and the WP Support forums for several hours and am out of ideas.  Thank you!</p>
",<wordpress><wp-api><wordpress-rest-api>,16/01/08 6:08,HQ,"<wordpress><wp-api><wordpress-rest-api>, Wordpress REST API (wp-api) 404 Error, <p>I have been using the Wordpress REST plugin WP-API for months now while developing locally with XAMPP.  I recently migrated my site to an EC2 instance and everything is working fine <strong>except</strong> I now get a 404 with the following message whenever I try to access any endpoint on the API:</p>

<blockquote>
  <p>The requested URL /wordpress/wp-json/ was not found on this server</p>
</blockquote>

<p><strong>Pretty permalinks are enabled</strong> with the following structure <code>http://.../wordpress/sample-post/</code> which works fine when navigating to a specific post in the browser.</p>

<p>Here are some details about my setup:</p>

<ul>
<li>Wordpress 4.4.1

<ul>
<li><strong>Not a Multisite</strong></li>
</ul></li>
<li>WP REST API plugin 2.0-beta9</li>
<li>Apache 2.2.22</li>
<li>Ubuntu 12.04.5</li>
</ul>

<p>Any help would be greatly appreciated as I have gone through SO and the WP Support forums for several hours and am out of ideas.  Thank you!</p>
","<wordpress><up-apt><wordpress-rest-apt>, wordpress rest apt (up-apt) 404 error, <p>i use wordpress rest plain up-apt month develop local camp. recent migrate site end instant every work fine <strong>except</strong> get 404 follow message when try access endpoint apt:</p> <blockquote> <p>the request curl /wordpress/up-son/ found server</p> </blockquote> <p><strong>pretty permalink enabled</strong> follow structure <code>http://.../wordpress/sample-post/</code> work fine having specie post brother.</p> <p>here detail set:</p> <up> <li>wordpress 4.4.1 <up> <li><strong>not multisite</strong></li> </up></li> <li>up rest apt plain 2.0-beta</li> <li>apace 2.2.22</li> <li>bunt 12.04.5</li> </up> <p>and help would greatly appreci gone up support forum never hour ideas. thank you!</p>"
34670698,How to delete files older than 5 days using only regular expression,"<p>How to delete files older than 5 days based on current date.</p>

<p>My File names are like that:</p>

<pre><code>2016-01-01 Normal.csv
2016-01-02 Normal.csv
2016-01-03 Normal.csv
2016-01-04 Normal.csv
2016-01-05 Normal.csv
2016-01-06 Normal.csv
2016-01-07 Normal.csv
</code></pre>

<p>Every day one new file in coming into that folder. I want to delete older than 5 days file.</p>
",<regex>,16/01/08 6:20,LQ_CLOSE,"<regex>, How to delete files older than 5 days using only regular expression, <p>How to delete files older than 5 days based on current date.</p>

<p>My File names are like that:</p>

<pre><code>2016-01-01 Normal.csv
2016-01-02 Normal.csv
2016-01-03 Normal.csv
2016-01-04 Normal.csv
2016-01-05 Normal.csv
2016-01-06 Normal.csv
2016-01-07 Normal.csv
</code></pre>

<p>Every day one new file in coming into that folder. I want to delete older than 5 days file.</p>
","<regret>, delete file older 5 day use regular expression, <p>how delete file older 5 day base current date.</p> <p>mi file name like that:</p> <pre><code>2016-01-01 normal.is 2016-01-02 normal.is 2016-01-03 normal.is 2016-01-04 normal.is 2016-01-05 normal.is 2016-01-06 normal.is 2016-01-07 normal.is </code></pre> <p>every day one new file come older. want delete older 5 day file.</p>"
