Id,Title,Body,Tags,CreationDate,Y
34574650,what's wrong with my while loop code in R?,"<p>I want to using while loop in R.</p>

<p>I want to repeat loop until evt>1 and cpr>0, but it doesn't work.</p>

<p>work_f is function of generating numbers.</p>

<pre><code>if((evt&gt;1)&amp;&amp;(cpr&gt;0)){
work&lt;-work[order(work$z),]
obs&lt;-c(1:length(work$z))
work&lt;-cbind(work,obs)
  } else {
 while((evt&gt;1)&amp;&amp;(cpr&gt;0)) {
  j&lt;-j+1
  seed&lt;-settings*1000+h+j     

  work_f(studysize = studysize,beta=beta,cutpoint = cutpoint,settings = settigns,p=p,alpha = alpha)

  evt&lt;-data.frame(ftable(work$event))
  evttr&lt;-data.frame(evt=numeric(1),cpr=numeric(1),csr=numeric(1))
  if (p==0) {
    evttr$evt&lt;-evt$Freq[1]; evttr$cpr&lt;-evt$Freq[2]; evttr$csr&lt;-0
  }else {
    evttr$evt&lt;-evt$Freq[2]; evttr$cpr&lt;-evt$Freq[3]; evttr$csr&lt;-evt$Freq[1]
  }
  evttr[is.na(evttr)]&lt;-0
  evt&lt;-as.numeric(evttr$evt); cpr&lt;-as.numeric(evttr$cpr)

  if((evt&gt;1)&amp;&amp;(cpr&gt;0)){
    work&lt;-work[order(work$z),]
    obs&lt;-c(1:length(work$z))
    work&lt;-cbind(work,obs)
  }
 }
} 
</code></pre>

<p>What's wrong?</p>
",<r><while-loop>,16/01/03 8:23,LQ_CLOSE
34574785,How to display a button when there is no network and make it disappear when connection is available in Android App Development?,"<p>I am creating an Android app and want to disappear retry button when there is network and it should be visible when there is no network, so the user can retry to load.</p>
",<android>,16/01/03 8:47,LQ_CLOSE
34575047,Java - Check if input is of Premitive type,"I have to check for each **input**, print out if it is an instance of a *primitive or referenced* type. But I am getting same output each time. Any Help?

**Note: I do search SO, but no luck.**

Code:
-----

    public class Demo {

    public static void main(String[] args) throws IOException {
        /* Enter your code here. Read input from STDIN. Print output to STDOUT. Your class should be named Solution. */
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        
        for(int i=0; i<9; ++i){
            String input = br.readLine();
             showPremitive(input);
        }     
    }
    public static void showPremitive(Object input){
        try{
                if (input instanceof Short)
                    System.out.println(""Primitive : short"");
                else if(input instanceof Integer)
                    System.out.println(""Primitive : int"");
                else if(input instanceof Long)
                    System.out.println(""Primitive : long"");
                else if(input instanceof Float)
                    System.out.println(""Primitive : float"");
                else if(input instanceof Double)
                    System.out.println(""Primitive : double"");        
                else if(input instanceof Boolean)
                    System.out.println(""Primitive : bool"");
                else if(input instanceof Character)
                    System.out.println(""Primitive : char"");
                else if(input instanceof Byte)
                    System.out.println(""Primitive : byte"");
                else  
                    System.out.println(""Reference : string"");
             }  
        catch (InputMismatchException e){
            System.out.println(""crashing down""+e);
        }
    }
    
}

**Output:**

    Reference : string
    Reference : string
    Reference : string
    Reference : string
    Reference : string
    Reference : string
    Reference : string
    Reference : string
    Reference : string

",<java><primitive-types>,16/01/03 9:27,LQ_EDIT
34575066,How to prevent CMake from issuing /IMPLIB,"<p>I have a CMake build that sends /IMPLIB to the linker on Windows. This is a problem in my case because the argument to implib is the same path as one of the input files.
It looks to me that CMake will <em>always</em> issue /IMPLIB when building with Visual Studio, and the passed argument cannot be modified.
Is there a way to control this behaviour?</p>
",<c++><cmake>,16/01/03 9:30,HQ
34575102,"when website is loaded, get news from txt file","    <script type=""text/javascript"">
    						$(document).ready(function() {
    							$(""body"").ready(function() {
    								$.ajax({
    									url : ""helloworld.txt"",
    									dataType: ""text"",
    									success : function (data) {
    										$("".slider"").html(data);
    									}
    								});
    							});
    						});</script>

I want this code to get HTML code from a txt file and add it in here:

    <div class=""slider""> <!-- News Slider --> </div>

The txt file contains the following:

    <div class=""callbacks_container"">
								<ul class=""rslides"" id=""slider"">
									<li>	          
										<h2><a href=""http://services.runescape.com/m=news/christmas--zeah?oldschool=1"">Zeah</a></h2>
										<h3><a href=""http://services.runescape.com/m=news/christmas--zeah?oldschool=1"">New continent, 50% expansion</a></h3>
									</li>
									<li>	          
										<h2><a href=""https://www.facebook.com"">Sailing</a></h2>
										<h3><a href=""https://www.facebook.com"">Sail around the world</a></h3>
									</li>
									<li>	          
										<h2><a href=""http://services.runescape.com/m=news/old-school-in-2016?oldschool=1"">2016</a></h2>		
										<h3><a href=""http://services.runescape.com/m=news/old-school-in-2016?oldschool=1"">Christmas event coming to an end</a></h3>
									</li>
								</ul>
							</div>

The function above doesn't work but i cant find a way to fix this, please help! Thanks!",<html><onload>,16/01/03 9:34,LQ_EDIT
34575561,Automatically run gulp tasks after saving some of javascript files in Visual Studio,"<p>I have a folder in my asp.net project that contains some javascript files. Just before building project, they are minified and copied to ""wwwroot"" folder using gulp. It works great, but when I make some changes to any of javascript files, I have to restart entire project (to run tasks connected with building) or manually run tasks from ""Task Runner Explorer"".</p>

<p>It takes some time and it is quite irritating. Is it some way to run those tasks as soon as I save any of javascript files in this folder?</p>
",<asp.net><visual-studio><visual-studio-2015><gulp>,16/01/03 10:36,HQ
34575753,Difference between sprite and texture?,"<p>Can you please explain the difference between texture and sprite? When we zoom in a sprite, it appears blurry because it's basically an image. Is it the same for a texture?</p>

<p>I read this comment on the image below online: </p>

<blockquote>
  <p>The background layers are textures and not sprites.</p>
</blockquote>

<p><a href=""https://i.stack.imgur.com/Rfr5B.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/Rfr5B.png"" alt=""enter image description here""></a></p>

<p>Can someone explain?</p>
",<image><unity3d><textures><sprite><unity5>,16/01/03 10:59,HQ
34575897,Passing a component as an 'argument' to another component in Angular 2,"<p>I am new to web development and I have just started building an Angular 2 app. At this point I am trying to create some CRUD components/forms but I find my self duplicating a lot of code. I am not going to ask what are the common best practices to avoid code duplication and achieve component reusability when designing CRUD applications with Angular2, because the post will get locked. I will rather focus on one particular aspect:</p>

<p>I have a ""CRUD page"" that has a list (it is an html table actually) of resources and several buttons that open up ""create"", ""read"", and ""edit"" forms. The list is a separate component on its own and the create/read/edit separate components as well. Each row of the table includes another component which knows how to render a resource item. I will call this <code>&lt;resource-item&gt;</code> component. However, I have several of those ""CRUD pages"", each page for a different resource. So what I want is to reuse the list component for all the resources. So the first thing to do is to add Inputs or Attributes to the list component in order to control its labels. So far so good. </p>

<p>But what about the <code>&lt;resource-item&gt;</code> component? Each resource of my application might have a completely different structure. As a result I will need different components for different resources, e.g.: <code>&lt;resource-a-item&gt;</code>, <code>&lt;resource-b-item&gt;</code>, etc. How can I specify which resource item component I want to use every time I create a list component?</p>

<p>Thank you for your time.</p>
",<typescript><angular>,16/01/03 11:17,HQ
34576004,Simple way to reset Django PostgreSQL database?,"<p>I was able to reset a Django PostgreSQL database using the following steps:</p>

<ol>
<li>Delete migration files</li>
<li>Enter psql command prompt. Connect to database. drop schema public cascade; create schema public;</li>
<li>Step 2 unfortunately seemed to have removed my user role and rights so I went back to the psql command promt and recreated those.</li>
<li>Step 2 also meant I needed to run the following commands in the psql command prompt: grant usage on schema public to public;
grant create on schema public to public;</li>
<li>Step 2 also deleted the standard Django users I had created so I needed to recreate these</li>
<li>python manage.py makemigrations &amp;&amp; python manage.py migrate</li>
</ol>

<p>I am currently making changes to my models and testing each change. I don't have any data I need to keep. Is there an easier way than the above to reset the database when migrations donät work?</p>

<p>I would at least like to replace step 2 with something else so that I can skip steps 3-5.</p>
",<django><postgresql>,16/01/03 11:28,HQ
34576493,[Android][Listview] Unable to show my ArrayList data in Listview,"The question is... I put my data in ArrayList and adding to ListView. But there has no data show on ListView but I am sure those data has been retrieved.

The System output for testing is correct.( my data )

Please solve my question...
There is my partial code: 
 
    public class query_page extends AppCompatActivity {
    　　　　public ArrayList<String> show_Location, show_Messages;
    　　　　public ListView listView;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_query_page);
        show_Location = new ArrayList<String>();
        show_Messages = new ArrayList<String>();
        listView = (ListView) findViewById(R.id.listView);
        
        ParseQuery<ParseObject> query = ParseQuery.getQuery(""Danger"");
        query.findInBackground(new FindCallback<ParseObject>() {
            @Override
            public void done(List<ParseObject> list, ParseException e) {
                if (e == null) {
                    for (ParseObject j : list) {
                        show_Location.add(j.getString(""DangerLocation""));
                        show_Messages.add(j.getString(""DangerMessage""));
                        System.out.println(""Location: "" + j.getString(""DangerLocation""));
                        System.out.println(""Messages: "" + j.getString(""DangerMessage""));
                    }
                    ArrayAdapter adapter = new ArrayAdapter(query_page.this, android.R.layout.simple_list_item_1, show_Location);
                    listView.setAdapter(adapter);

                } else {
                    System.out.println(""Exception occur! "");
                }
            }
        });
    }
}",<android><android-layout><arraylist><android-listview><android-adapter>,16/01/03 12:24,LQ_EDIT
