QuestionId,QuestionTitle,QuestionBody,QuestionTags,QuestionBodyLength,URLImageCount,LOC,UserReputation,UserGoldBadges,UserSilverBadges,UserBronzeBadges,QuestionAcceptRate,QuestionViewCount,QuestionFavoriteCount,UserUpVoteCount,QuestionAnswersCount,QuestionScore,QuestionCreationDate,FirstAnswerCreationDate,AcceptedAnswerCreationDate,FirstAnswerIntervalDays,AcceptedAnswerIntervalDays,QuestionLabel,QuestionLabelDefinition
53554458,SQLAlchemy: Get database name from engine,"After creating an SQLALchemy engine like this
engine = create_engine('mssql+pyodbc://user:pass@dbserver:port/db_name?driver=ODBC+Driver+13+for+SQL+Server)
Is there a way to get db_name from the engine-object? I know I can parse the name from the connection string but is there a better way of doing this? I had a look at the SQLAlchemy-API but couldn't find an answer.
",<python><sql-server>,369,1,3,317,1,2,13,72,13350,0.0,18,1,13,2018-11-30 9:13,2019-04-22 15:35,2019-04-22 15:35,143.0,143.0,Basic,3
48308826,Wamp Server Error [Local Server - 2 of 3 services running],"I am new to wamp servers and trying to install wampServer 3.1.0 on my windows 10 machine . 
Somehow it is not installed properly and is having configuration error .
At present ""Wamp server is still in orange state and is throwing the error"" 
  2 of 3 services running
As of my understanding either of Apache,MySQl orPHP is not working .
On further investigation I found that Apache is ok.
But on running mysql.exe(C:\wamp64\bin\mysql\mysql5.7.19\bin) it is throwing :
  ERROR 2003 (HY000): Can't connect to MySQL server on 'localhost'
  (10061)
which lands me to SO-32519474 ,
I tried following the steps ,but it looks good to me in my case .
On further searching I find that wampmysqld64 is stopped in the services.
when I am trying to restart it I am getting the error 
I am stuck up here and have no further clue how to get it fixed 
Any help is highly appreciated.
",<mysql><windows-services><wamp><wampserver>,869,2,0,553,1,10,29,61,126418,0.0,43,18,13,2018-01-17 19:44,2018-01-18 18:00,2018-01-18 18:00,1.0,1.0,Basic,14
53763417,Number of unique elements in all columns of a pyspark dataframe,"How it is possible to calculate the number of unique elements in each column of a pyspark dataframe:
import pandas as pd
from pyspark.sql import SparkSession
spark = SparkSession.builder.getOrCreate()
df = pd.DataFrame([[1, 100], [1, 200], [2, 300], [3, 100], [4, 100], [4, 300]], columns=['col1', 'col2'])
df_spark = spark.createDataFrame(df)
print(df_spark.show())
# +----+----+
# |col1|col2|
# +----+----+
# |   1| 100|
# |   1| 200|
# |   2| 300|
# |   3| 100|
# |   4| 100|
# |   4| 300|
# +----+----+
# Some transformations on df_spark here
# How to get a number of unique elements (just a number) in each columns?
I know only the following solution which is very slow, both of these lines are calculated in the same amount of time:
col1_num_unique = df_spark.select('col1').distinct().count()
col2_num_unique = df_spark.select('col2').distinct().count()
There are about 10 millions rows in df_spark.
",<python><apache-spark><dataframe><pyspark><apache-spark-sql>,907,0,24,3017,10,41,60,72,19737,,5507,3,13,2018-12-13 13:53,2018-12-13 15:08,2018-12-13 15:08,0.0,0.0,Basic,9
51038591,Error installing mysql,"Beginning configuration step: Initializing Database
Attempting to run MySQL Server with --initialize-insecure option...
Starting process for MySQL Server 8.0.11...
Starting process with command: C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe --defaults-file=""C:\ProgramData\MySQL\MySQL Server 8.0\my.ini"" --console --initialize-insecure=on...
2018-06-26T08:44:42.036600Z 0 [ERROR] [MY-011071] [Server] Unknown suffix '.' used for variable 'lower_case_table_names' (value '0.0')
2018-06-26T08:44:42.036600Z 0 [ERROR] [MY-011071] [Server] C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe: Error while setting value '0.0' to 'lower_case_table_names'
2018-06-26T08:44:42.036600Z 0 [ERROR] [MY-010119] [Server] Aborting
2018-06-26T08:44:42.036600Z 0 [Note] [MY-010120] [Server] Binlog end
Process for mysqld, with ID 3232, was run successfully and exited with code 1.
Failed to start process for MySQL Server 8.0.11.
Database initialization failed.
Ended configuration step: Initializing Database
I am having this error in log during the installing of MySQL on the application configuration part.
",<mysql><installation>,1106,0,12,351,1,2,12,54,36564,0.0,4,12,13,2018-06-26 8:45,2018-07-03 15:15,,7.0,,Basic,13
57943166,Flutter Syncing LocalDB With RemoteDB,"I have data stored locally in sqlite.  I have a remote MySql server.  In android I could setup SyncAdapter to handle the syncing between the localdb and the remotedb.
When a record is saved locally and there is an internet connection it should push the data to the server in the background.  It should also periodically update the data stored in SqLite.
Now I'm trying to find the equivalent of SyncAdapter in flutter to do this but I can't seem to find one.  How would I implement this functionality in flutter without having to use firebase?
",<mysql><flutter><sqlite><android-syncadapter>,544,0,0,7999,17,66,124,77,1345,0.0,520,2,13,2019-09-15 10:19,2021-09-16 0:07,,732.0,,Basic,9
50967722,room error: The columns returned by the query does not have the fields fieldname,"Here is a sample POJO
public class Product{
  private long id;
  private String name;
  private double price;
 ... constructor for all fields
 ... getters and setters
}
Now, in my productDAO if I have a query like this
@Query(select id, name from products)
LiveData&lt;List&lt;Product&gt;&gt; getProducts()
I get an error like:
  The columns returned by the query does not have the fields [price] in
  ... Product even though they are annotated as non-null or primitive.
  Columns returned by the query: [id,name]
a) If I go in my Products and set
@Nullable
private double price;
the error remains.
b) If I go in my Products and set
@Ignore
private double price;
the error goes away but if I have another query for instance
 @Query(select p.id, p.name, p.price, t.someField from products p inner join table t)
    LiveData&lt;List&lt;Product&gt;&gt; getJoinQueryResponse()
because @Ignore is set the price is returned as 0.0. 
So how to solve this? Hopefully I don't need to make a POJO for each different response from room...
",<android><android-sqlite><android-room><android-architecture-components>,1028,0,17,14879,40,131,218,43,14673,,908,1,13,2018-06-21 11:41,2018-06-21 11:54,2018-06-21 11:54,0.0,0.0,Basic,1
52722671,How to make GROUP BY in a cypher query?,"I want to translate a SQL query to cypher. Please, is there any solution to make GROUP BY in cypher?
    SELECT dt.d_year, 
           item.i_brand_id          brand_id, 
           item.i_brand             brand, 
           Sum(ss_ext_discount_amt) sum_agg 
    FROM   date_dim dt, 
   store_sales, 
   item 
    WHERE  dt.d_date_sk = store_sales.ss_sold_date_sk 
    AND store_sales.ss_item_sk = item.i_item_sk 
    AND item.i_manufact_id = 427 
    AND dt.d_moy = 11 
    GROUP  BY dt.d_year, 
      item.i_brand, 
      item.i_brand_id 
   ORDER  BY dt.d_year, 
      sum_agg DESC, 
      brand_id;
",<sql><neo4j><group-by><cypher>,604,0,17,135,1,1,6,50,16169,0.0,0,2,13,2018-10-09 13:47,2018-10-09 16:32,2018-10-09 16:32,0.0,0.0,Basic,10
53378568,SSIS vs. Oracle Data Integrator,"Currently I am a Data Engineer that works mainly with SSIS. While reading about the ETL tools available in the market, i found that Oracle has its own ETL tool called ODI (Oracle Data integrator). I searched for an unbiased comparison between the Oracle Data Integrator and SSIS. I didn't find any article about that. There are some biased article such as :
ETL Tools Comparison of Oracle ODI &amp; Microsoft SSIS Tool -Dec 2014
Competitive Comparison of SQL Server 2008 Integration Services
Based on Stackoverflow questions, there are about 16000 questions about SSIS while ODI has about 200 questions. Which mean that SSIS is more popular.
Is there any unbiased comparison between both technologies? And what are the services that ODI provides and that are not found in SSIS?
Please I am not looking for personal opinions, I need an unbiased answer
",<sql-server><oracle><ssis><etl><oracle-data-integrator>,851,2,0,36491,13,67,124,52,4754,0.0,4879,1,13,2018-11-19 16:07,2018-11-20 6:59,2018-11-20 6:59,1.0,1.0,Intermediate,19
53462775,How to determine if postgis is enabled on a database?,"I wanted to know if there is a way to determine that PostGis was enabled on a database. 
I am trying to replicate my production server with my dev machine and I am not sure if the database on my dev machine had either PostGIS or postgis_topology enabled or both. 
I tried looking around for a solution but could not come up with anything. 
Any suggestions in this regard would be helpful.
",<postgresql><postgis>,389,0,0,16573,40,141,245,63,13297,0.0,503,5,13,2018-11-24 22:09,2018-11-24 23:59,2018-11-24 23:59,0.0,0.0,Basic,10
50973091,Exploding column with index,"I know that I can ""explode"" a column of type array like this:
import org.apache.spark.sql._
import org.apache.spark.sql.functions.explode
val explodedDf = 
    payloadLegsDf.withColumn(""legs"", explode(payloadLegsDf.col(""legs"")))
Now I have multiple rows; one for each item in the array.
Is there a way I can ""explode with index""?  So that there will be a new column that contains the index of the item in the original array?
(I can think of hacks to do this.  First make the array field into an array of tuples of the original value and the index.  Then do the explode.  Then unpack the tuples.  But is there a more elegant way?)
",<scala><apache-spark-sql>,630,0,4,8646,33,119,206,54,6767,0.0,723,1,13,2018-06-21 16:09,2018-06-21 16:40,2018-06-21 16:40,0.0,0.0,Basic,10
