QuestionId,QuestionTitle,QuestionBody,QuestionTags,QuestionBodyLength,URLImageCount,LOC,UserReputation,UserGoldBadges,UserSilverBadges,UserBronzeBadges,QuestionAcceptRate,QuestionViewCount,QuestionFavoriteCount,UserUpVoteCount,QuestionAnswersCount,QuestionScore,QuestionCreationDate,FirstAnswerCreationDate,AcceptedAnswerCreationDate,FirstAnswerIntervalDays,AcceptedAnswerIntervalDays,QuestionLabel,QuestionLabelDefinition
48962106,add unique constraint in room database to multiple column,"I have one entity in room
@Entity(foreignKeys ={
        @ForeignKey(entity = Label.class, parentColumns = ""_id"", childColumns = ""labelId"", onDelete = CASCADE),
        @ForeignKey(entity = Task.class, parentColumns = ""_id"", childColumns = ""taskId"", onDelete = CASCADE)
})
public class LabelOfTask extends Data{
    @ColumnInfo(name = ""labelId"")
    private Integer labelId;
    @ColumnInfo(name = ""taskId"")
    private Integer taskId;
}
sql syntax of this entity is as below
CREATE TABLE `LabelOfTask` (
    `_id` INTEGER PRIMARY KEY AUTOINCREMENT,
     `labelId` INTEGER,
     `taskId` INTEGER,
     FOREIGN KEY(`labelId`) REFERENCES `Label`(`_id`) ON UPDATE NO ACTION ON DELETE CASCADE ,
     FOREIGN KEY(`taskId`) REFERENCES `Task`(`_id`) ON UPDATE NO ACTION ON DELETE CASCADE
 );
but what change or annotation I need to add in entity class if I want to append below constraint to the auto generated sql schema of the table
unique (labelId, taskId)
Ultimately I want to make combination of labelId and taskId unique in a table(or entity of room) using room library.
",<android><sqlite><database-design><android-room><android-architecture-components>,1070,0,18,1085,1,9,15,79,50747,0.0,26,5,65,2018-02-24 11:03,2018-02-24 12:16,2018-02-24 12:16,0.0,0.0,Basic,9
60420940,"How to fix error ""Error: Database is uninitialized and superuser password is not specified.""","Hello i get this error after i run docker-compose build up
But i get this error
postgres_1 | Error: Database is uninitialized and superuser password is not specified.
Here is a snap shot of the error!
And down below is my docker-compose.yml file
version: '3.6'
Server.js file
services: 
  smart-brain-api:
    container_name: backend
    build: ./
    command: npm start
    working_dir: /usr/src/smart-brain-api
    ports:
      - &quot;3000:3000&quot;
    volumes:
      - ./:/usr/src/smart-brain-api
  #PostGres Database
  postgres:
    image: postgres
    ports:
      - &quot;5432:5432&quot;
",<postgresql><docker><docker-compose>,597,1,17,1299,1,12,22,41,74498,0.0,13,7,64,2020-02-26 19:12,2020-02-26 23:54,2020-02-26 23:54,0.0,0.0,Basic,14
51294268,"pip install mysqlclient returns ""fatal error C1083: Cannot open file: 'mysql.h': No such file or directory","Here is this issue:
I attempt to install mysqlclient like so
C:\Users\amccommon349&gt;pip install mysqlclient
Collecting mysqlclient
  Using cached https://files.pythonhosted.org/packages/ec/fd/83329b9d3e14f7344d1
cb31f128e6dbba70c5975c9e57896815dbb1988ad/mysqlclient-1.3.13.tar.gz
Installing collected packages: mysqlclient
  Running setup.py install for mysqlclient ... error
    Complete output from command c:\users\amccommon349\appdata\local\programs\python\python36\python.exe -u -c ""import setuptools, tokenize;__file__='C:\\Users\\AMCCOM~1\\AppData\\Local\\Temp\\pip-install-qcgo48hf\\mysqlclient\\setup.py';f=getattr(tokenize, 'open', open)(__file__);code=f.read().replace('\r\n', '\n');f.close();exec(compile(code, __file__, 'exec'))"" install --record C:\Users\AMCCOM~1\AppData\Local\Temp\pip-record-q4yoftj8\install-record.txt --single-version-externally-managed --compile:
c:\users\amccommon349\appdata\local\programs\python\python36\lib\distutils\dist.py:261: UserWarning: Unknown distribution option: 'long_description_content_type'
warnings.warn(msg)
running install
running build
running build_py
creating build
creating build\lib.win-amd64-3.6
copying _mysql_exceptions.py -&gt; build\lib.win-amd64-3.6
creating build\lib.win-amd64-3.6\MySQLdb
copying MySQLdb\__init__.py -&gt; build\lib.win-amd64-3.6\MySQLdb
copying MySQLdb\compat.py -&gt; build\lib.win-amd64-3.6\MySQLdb
copying MySQLdb\connections.py -&gt; build\lib.win-amd64-3.6\MySQLdb
copying MySQLdb\converters.py -&gt; build\lib.win-amd64-3.6\MySQLdb
copying MySQLdb\cursors.py -&gt; build\lib.win-amd64-3.6\MySQLdb
copying MySQLdb\release.py -&gt; build\lib.win-amd64-3.6\MySQLdb
copying MySQLdb\times.py -&gt; build\lib.win-amd64-3.6\MySQLdb
creating build\lib.win-amd64-3.6\MySQLdb\constants
copying MySQLdb\constants\__init__.py -&gt; build\lib.win-amd64-3.6\MySQLdb\constants
copying MySQLdb\constants\CLIENT.py -&gt; build\lib.win-amd64-3.6\MySQLdb\constants
copying MySQLdb\constants\CR.py -&gt; build\lib.win-amd64-3.6\MySQLdb\constants
copying MySQLdb\constants\ER.py -&gt; build\lib.win-amd64-3.6\MySQLdb\constants
copying MySQLdb\constants\FIELD_TYPE.py -&gt; build\lib.win-amd64-3.6\MySQLdb\constants
copying MySQLdb\constants\FLAG.py -&gt; build\lib.win-amd64-3.6\MySQLdb\constants
copying MySQLdb\constants\REFRESH.py -&gt; build\lib.win-amd64-3.6\MySQLdb\constants
running build_ext
building '_mysql' extension
creating build\temp.win-amd64-3.6
creating build\temp.win-amd64-3.6\Release
C:\Program Files (x86)\Microsoft Visual Studio\2017\BuildTools\VC\Tools\MSVC\14.14.26428\bin\HostX86\x64\cl.exe /c/nologo/Ox /W3 /GL /DNDEBUG /MD -Dversion_info=(1,3,13,'final',0) -D__version__=1.3.13 ""-IC:\Program Files (x86)\MySQL\MySQL Connector C 6.1\include"" -Ic:\users\amccommon349\appdata\local\programs\python\python36\include -Ic:\users\amccommon349\appdata\local\programs\python\python36\include ""-IC:\Program Files (x86)\Microsoft Visual Studio\2017\BuildTools\VC\Tools\MSVC\14.14.26428\include"" ""-IC:\Program Files (x86)\Windows Kits\NETFXSDK\4.6.1\include\um"" ""-IC:\Program Files (x86)\Windows Kits\10\include\10.0.17134.0\ucrt"" ""-IC:\Program Files (x86)\Windows Kits\10\include\10.0.17134.0\shared"" ""-IC:\Program Files (x86)\Windows Kits\10\include\10.0.17134.0\um"" ""-IC:\ProgramFiles (x86)\Windows Kits\10\include\10.0.17134.0\winrt"" ""-IC:\Program Files (x86)\Windows Kits\10\include\10.0.17134.0\cppwinrt"" /Tc_mysql.c /Fobuild\temp.win-amd64-3.6\Release\_mysql.obj /Zl _mysql.c
_mysql.c(29): fatal error C1083: Cannot open include file: 'mysql.h': No such file or directory
  error: command 'C:\\Program Files (x86)\\Microsoft Visual Studio\\2017\\BuildTools\\VC\\Tools\\MSVC\\14.14.26428\\bin\\HostX86\\x64\\cl.exe' failed with exit status 2
I made sure I had all of the files needed from visual studios build tools, I downloaded the mysql-python connector, and updated my pip and setup tools. I am a complete beginner to this and would appreciate any input as to how to go about fixing this error.
",<python><mysql><sql><pip>,3995,1,39,645,1,5,8,81,81264,0.0,1,25,63,2018-07-11 21:16,2018-07-11 22:10,2018-07-11 22:10,0.0,0.0,Basic,14
51716530,AWS Aurora MySQL serverless: how to connect from MySQL Workbench,"I was trying to use AWS Aurora Serverless for MySQL in my project, but I am impossible to connect to it, though I have the endpoint, username, password.
What I have done:
From AWS console managment, I select RDS > Instances > Aurora > Serverless 
Leave the default settings
Create database
AWS will only create an AWS Cluster
I open MySQL Workbench, and use endpoint, username, password to connect the database
Ressult: 
  Your connection attempt failed for user 'admin' from your host to
  server at xxxxx.cluster-abcdefg1234.eu-west-1.rds.amazonaws.com:3306: 
  Can't connect to MySQL server on
  'xxxxx.cluster-abcdefg1234.eu-west-1.rds.amazonaws.com' (60)
Did I make any wrong steps ? Please advice me.
****EDIT****
I tried to create another Aurora database with capacity type: Provisioned. I can connect to the endpoint seamlessly with username and password by MySql workbench. It means that the port 3306 is opened for workbench. 
About the security group: 
",<mysql><amazon-web-services><serverless><amazon-aurora>,964,2,0,2766,6,26,52,70,44243,0.0,17,13,63,2018-08-06 22:37,2018-08-06 22:58,,0.0,,Basic,14
57975093,Create a Superuser in postgres,"I'm looking for setup a Rails Environment with Vagrant, for that purpose the box it's been provisioned through bash shell method and includes among others this line:
sudo -u postgres createuser &lt;superuserusername&gt; -s with password '&lt;superuserpassword&gt;'
But I'm getting a configuration error:
createuser: too many command-line arguments (first is &quot;with&quot;)
Can you help me with the correct syntax for create a Superuser with a password. Thanks.
",<sql><database><postgresql><ubuntu><superuser>,464,0,1,1345,2,11,16,35,170650,0.0,1,5,62,2019-09-17 13:16,2019-09-17 13:43,2019-09-18 16:47,0.0,1.0,Basic,9
58740043,How do I catch a psycopg2.errors.UniqueViolation error in a Python (Flask) app?,"I have a small Python web app (written in Flask) that uses sqlalchemy to persist data to the database.  When I try to insert a duplicate row, an exception is raised, something like this:
(psycopg2.errors.UniqueViolation) duplicate key value violates unique constraint ""uix_my_column""
I would like to wrap the exception and re-raise my own so I can add my own logging and messaging that is specific to that particular error.  This is what I tried (simplified):
from db import DbApi
from my_exceptions import BadRequest
from psycopg2.errors import UniqueViolation # &lt;-- this does not exist!
class MyClass:
    def __init__(self):
        self.db = DbApi() 
    def create(self, data: dict) -&gt; MyRecord:
        try:
            with self.db.session_local(expire_on_commit=False) as session:
                my_rec = MyRecord(**data)
                session.add(my_rec)
                session.commit()
                session.refresh(my_rec)
                return my_rec
        except UniqueViolation as e:
            raise BadRequest('A duplicate record already exists')
But this fails to trap the error because psycopg2.errors.UniqueViolation isn't actually a class name (!).
In PHP, this would be as easy as catching copy/pasting the classname of the exception, but in Python, this is much more obfuscated.
There was a similar question here, but it didn't deal with this specific use-case and (importantly), it did not clarify how one can identify the root exception class name. 
How does one find out what exception is actually being raised? Why does Python hide this?
",<python><sqlalchemy>,1580,1,20,8967,5,36,51,37,49377,0.0,109,7,61,2019-11-06 23:49,2019-11-07 0:02,,1.0,,Basic,13
58961043,How to install libpq-fe.h?,"I cannot figure this out for the life of me.
When I pip install django-tenant-schemas it tries to install the dependency psycopg2 which requires the Python headers and gcc. I have all this installed and still keep getting this error!
./psycopg/psycopg.h:35:10: fatal error: libpq-fe.h: No such file or directory
So to install libpq-fe-h I need to sudo apt-get install libpq-dev..
..which returns..
libpq-dev is already the newest version (10.10-0ubuntu0.18.04.1).
Then when I sudo find / libpq-fe.h it doesn't seem to be in my OS.
I am lost at this point. If anyone can help I would highly appreciate it.
",<django><python-3.x><postgresql><pip>,605,0,7,2134,3,13,38,68,36211,0.0,319,4,60,2019-11-20 18:24,2019-11-20 18:46,2019-11-20 18:46,0.0,0.0,Basic,13
51004516,.NET Core 2.1 Identity get all users with their associated roles,"I'm trying to pull out all my Identity users and their associated roles for a user management admin page. I thought this would be reasonably easy but apparently not. I've tried following the following solution: https://stackoverflow.com/a/43562544/5392786 but it hasn't worked out so far.
Here is what I have so far:
ApplicationUser:
public class ApplicationUser : IdentityUser
{
    public List&lt;IdentityUserRole&lt;string&gt;&gt; Roles { get; set; }
}
DBContext
public class ApplicationDbContext : IdentityDbContext&lt;ApplicationUser&gt;
{
    public ApplicationDbContext(DbContextOptions&lt;ApplicationDbContext&gt; options)
        : base(options)
    {
    }
}
Startup Identity code
services.AddIdentity&lt;ApplicationUser, IdentityRole&gt;(options =&gt; options.Stores.MaxLengthForKeys = 128)
            .AddEntityFrameworkStores&lt;ApplicationDbContext&gt;()
            .AddDefaultTokenProviders();
Razor Page where I want to display the list:
public class IndexModel : PageModel
{
    private readonly UserManager&lt;ApplicationUser&gt; userManager;
    public IndexModel(UserManager&lt;ApplicationUser&gt; userManager)
    {
        this.userManager = userManager;
    }
    public IEnumerable&lt;ApplicationUser&gt; Users { get; set; }
    public void OnGetAsync()
    {
        this.Users = userManager.Users.Include(u =&gt; u.Roles).ToList();
    }
}
I get the following error when calling userManager.Users.Include(u =&gt; u.Roles).ToList();:
  MySql.Data.MySqlClient.MySqlException: 'Unknown column 'u.Roles.ApplicationUserId' in 'field list''
",<c#><mysql><asp.net-core><entity-framework-core><asp.net-core-identity>,1563,1,31,3834,7,32,56,74,83751,0.0,100,14,59,2018-06-23 19:44,2018-06-23 22:08,2018-06-23 22:08,0.0,0.0,Basic,9
50646216,Sequelize Where if not null,"Lets say I want to do a select command with
WHERE ID=2134
But if the user does not provide the id then it should just not bother with the WHERE ID (since it is null)
How can I handle this with Sequelize? 
",<javascript><sql><node.js><express>,205,0,1,617,1,5,3,37,116192,0.0,0,5,59,2018-06-01 14:58,2018-06-01 15:20,,0.0,,Basic,10
51784903,cross-database references are not implemented:,"I am trying to convert SQL inner join query into PostgreSQL inner join query. In this inner join query which tables are using that all tables are not present in one database. we separated tables into two databases i.e. application db and security db 
users and permission table are present in security db 
userrolemapping and department are present in application db
I tried like below but I am getting following error
Error
ERROR:  cross-database references are not implemented: ""Rockefeller_ApplicationDb.public.userrolemapping""
LINE 4:         INNER JOIN ""Rockefeller_ApplicationDb"".public.userro..
SQL Stored Function
SELECT   Department.nDeptID 
    FROM Users INNER JOIN Permission 
         ON Users.nUserID = Permission.nUserID INNER JOIN UserRoleMapping
         ON Users.nUserID = UserRoleMapping.nUserID INNER JOIN Department
         ON Permission.nDeptInst = Department.nInstID
         AND  Department.nInstID = 60
    WHERE     
         Users.nUserID = 3;
PostgreSQL Stored Function
SELECT dep.ndept_id 
        FROM ""Rockefeller_SecurityDb"".public.users as  u 
        INNER JOIN  ""Rockefeller_SecurityDb"".public.permissions p ON u.nuser_id = p.nuser_id
        INNER JOIN ""Rockefeller_ApplicationDb"".public.userrolemapping as urm ON u.nuser_id = urm.nuser_id
        INNER JOIN ""Rockefeller_ApplicationDb"".public.department dep ON p.ndept_inst = dep.ninst_id
           AND  dep.ninst_id = 60
                        WHERE     
                            u.nuser_id = 3;
",<postgresql>,1490,0,18,1379,4,29,60,57,147816,0.0,68,5,58,2018-08-10 10:52,2018-08-10 12:43,,0.0,,Basic,10
