QuestionId,QuestionTitle,QuestionBody,QuestionTags,QuestionBodyLength,URLImageCount,LOC,UserReputation,UserGoldBadges,UserSilverBadges,UserBronzeBadges,QuestionAcceptRate,QuestionViewCount,QuestionFavoriteCount,UserUpVoteCount,QuestionAnswersCount,QuestionScore,QuestionCreationDate,FirstAnswerCreationDate,AcceptedAnswerCreationDate,FirstAnswerIntervalDays,AcceptedAnswerIntervalDays,QuestionLabel,QuestionLabelDefinition
54944677,Sql Server LDF file taking too large space,"Why is my database log file taking to high space? Its almost taking up 30GB of my HDD. Even after deleting 1,000,000 records, its not freeing up any space.
So, 
1.Why is the log file taking this much space (30gb)?2.how can I free up the space?
",<sql-server>,244,0,5,612,2,6,32,75,43163,0.0,244,5,15,2019-03-01 12:27,2019-03-01 13:00,2019-03-01 13:00,0.0,0.0,Intermediate,23
50793970,Select shortest and longest string,"Is it possible to select the shortest and longest strings by characters in a table?
I have a CITY column of type VARCHAR(20) and I want to select the shortest and longest city names in alphabetical order by length.
I did like this
SELECT CITY,LENGTH(CITY) FROM STATION WHERE LENGTH(CITY) IN ( SELECT MAX(LENGTH(CITY)) FROM STATION UNION SELECT MIN(LENGTH(CITY)) FROM STATION ) ORDER BY CITY ASC;
When ordered alphabetically, Let the CITY names be listed as ABC, DEF, PQRS, and WXY, with the respective lengths 3,3,4, and 3. The longest-named city is obviously PQRS, but there are options for the shortest-named city; I have to select ABC because it comes first alphabetically.
My query ended up with all three CITY having length 3.
ABC 3 DEF 3 PQRS 4 WXY 3 
The result of SELECT must be
ABC 3 PQRS 4 
",<mysql><sql>,801,0,5,513,1,6,13,74,40990,0.0,314,20,15,2018-06-11 9:03,2018-06-11 9:15,2018-06-12 9:08,0.0,1.0,Basic,9
49432167,How to convert rows into a list of dictionaries in pyspark?,"I have a DataFrame(df) in pyspark, by reading from a hive table:
df=spark.sql('select * from &lt;table_name&gt;')
+++++++++++++++++++++++++++++++++++++++++++
|  Name    |    URL visited               |
+++++++++++++++++++++++++++++++++++++++++++
|  person1 | [google,msn,yahoo]           |
|  person2 | [fb.com,airbnb,wired.com]    |
|  person3 | [fb.com,google.com]          |
+++++++++++++++++++++++++++++++++++++++++++
When i tried the following, got an error
df_dict = dict(zip(df['name'],df['url']))
""TypeError: zip argument #1 must support iteration.""
type(df.name) is of 'pyspark.sql.column.Column'
How do i create a dictionary like the following, which can be iterated later on
{'person1':'google','msn','yahoo'}
{'person2':'fb.com','airbnb','wired.com'}
{'person3':'fb.com','google.com'}
Appreciate your thoughts and help. 
",<apache-spark><pyspark><apache-spark-sql>,833,0,16,169,1,1,3,55,52106,0.0,0,4,15,2018-03-22 15:10,2018-03-22 15:28,,0.0,,Basic,10
48847660,Spark + Parquet + Snappy: Overall compression ratio loses after spark shuffles data,"Commmunity!
Please help me understand how to get better compression ratio with Spark?
Let me describe case:
I have dataset, let's call it product on HDFS which was imported using Sqoop ImportTool as-parquet-file using codec snappy. As result of import, I have 100 files with total 46 GB du, files with diffrrent size (min 11MB, max 1.5GB, avg ~ 500MB). Total count of records a little bit more than 8 billions with 84 columns
I'm doing simple read/repartition/write with Spark using snappy as well and as result I'm getting:
~100 GB output size with the same files count, same codec, same count and same columns.
Code snippet:
val productDF = spark.read.parquet(""/ingest/product/20180202/22-43/"")
productDF
.repartition(100)
.write.mode(org.apache.spark.sql.SaveMode.Overwrite)
.option(""compression"", ""snappy"")
.parquet(""/processed/product/20180215/04-37/read_repartition_write/general"")
Using parquet-tools I have looked into random files from both ingest and processed and they looks as below:
ingest:
creator:                        parquet-mr version 1.5.0-cdh5.11.1 (build ${buildNumber}) 
extra:                          parquet.avro.schema = {""type"":""record"",""name"":""AutoGeneratedSchema"",""doc"":""Sqoop import of QueryResult"",""fields""
and almost all columns looks like
AVAILABLE: OPTIONAL INT64 R:0 D:1
row group 1:                    RC:3640100 TS:36454739 OFFSET:4 
AVAILABLE:                       INT64 SNAPPY DO:0 FPO:172743 SZ:370515/466690/1.26 VC:3640100 ENC:RLE,PLAIN_DICTIONARY,BIT_PACKED ST:[min: 126518400000, max: 1577692800000, num_nulls: 2541633]
processed:
creator:                        parquet-mr version 1.5.0-cdh5.12.0 (build ${buildNumber}) 
extra:                          org.apache.spark.sql.parquet.row.metadata = {""type"":""struct"",""fields""
AVAILABLE:                      OPTIONAL INT64 R:0 D:1
...
row group 1:                    RC:6660100 TS:243047789 OFFSET:4 
AVAILABLE:                       INT64 SNAPPY DO:0 FPO:4122795 SZ:4283114/4690840/1.10 VC:6660100 ENC:BIT_PACKED,PLAIN_DICTIONARY,RLE ST:[min: -2209136400000, max: 10413820800000, num_nulls: 4444993]
In other hand, without repartition or using coalesce - size remains close to ingest data size.
Going forward, I did following:
read dataset and write it back with   
productDF
  .write.mode(org.apache.spark.sql.SaveMode.Overwrite)
  .option(""compression"", ""none"")
  .parquet(""/processed/product/20180215/04-37/read_repartition_write/nonewithoutshuffle"")
read dataset, repartition and write it back with 
productDF
  .repartition(500)
  .write.mode(org.apache.spark.sql.SaveMode.Overwrite)
  .option(""compression"", ""none"")
  .parquet(""/processed/product/20180215/04-37/read_repartition_write/nonewithshuffle"")
As result: 80 GB without and  283 GB with repartition with same # of output files
80GB parquet meta example:
AVAILABLE:                       INT64 UNCOMPRESSED DO:0 FPO:456753 SZ:1452623/1452623/1.00 VC:11000100 ENC:RLE,PLAIN_DICTIONARY,BIT_PACKED ST:[min: -1735747200000, max: 2524550400000, num_nulls: 7929352]
283 GB parquet meta example:
AVAILABLE:                       INT64 UNCOMPRESSED DO:0 FPO:2800387 SZ:2593838/2593838/1.00 VC:3510100 ENC:RLE,PLAIN_DICTIONARY,BIT_PACKED ST:[min: -2209136400000, max: 10413820800000, num_nulls: 2244255]
It seems, that parquet itself (with encoding?) much reduce size of data even without uncompressed data. How ? :)
I tried to read  uncompressed 80GB, repartition and write back - I've got my 283 GB
The first question for me is why I'm getting bigger size after spark repartitioning/shuffle?
The second is how to efficiently shuffle data in spark to benefit parquet encoding/compression if there any?
In general, I don't want that my data size growing after spark processing, even if I didn't change anything.
Also, I failed to find, is there any configurable compression rate for snappy, e.g. -1 ... -9? As I know, gzip has this, but what is the way to control this rate in Spark/Parquet writer?
Appreciate for any help!
Thanks!
",<apache-spark><apache-spark-sql><parquet><snappy>,3982,0,36,1223,1,12,16,53,15878,0.0,15,2,15,2018-02-18 1:43,2019-06-04 20:54,,471.0,,Intermediate,23
60636473,How to read/write Timestamp in Doobie (Postgres),"How to read/write Timestamp in Doobie?
I have a record class that contains a timestamp field. When I am trying to write it to the database or read it using doobie I get an error Cannot find or construct a Read instance for type.
case class ExampleRecord(data: String, created_at: Timestamp)
val create = sql""create table if not exists example_ts (data TEXT NOT NULL, created_at TIMESTAMP WITH TIME ZONE DEFAULT CURRENT_TIMESTAMP)"".update.run
val insert = Update[ExampleRecord](""insert into example_ts (data, created_at) values (?, ?)"")
  .updateMany(List(
    ExampleRecord(""one"", Timestamp.valueOf(LocalDateTime.now())),
    ExampleRecord(""two"", Timestamp.valueOf(LocalDateTime.now()))
  ))
val select = sql""select data, created_at from example_ts"".query[ExampleRecord].stream
val app = for {
  _ &lt;- create.transact(xa).compile.drain
  _ &lt;- insert.transact(xa).compile.drain
  _ &lt;- select.transact(xa).compile.drain
} yield ()
app.unsafeRunSync()
",<postgresql><scala><doobie>,957,0,18,2021,0,16,26,75,5582,0.0,50,1,15,2020-03-11 12:51,2020-03-11 12:51,2020-03-11 12:51,0.0,0.0,Basic,3
55347251,Cannot select where ip=inet_pton($ip),"I have a unique column in database which is named ip
IP addresses are stored in this column as BINARY(16) (with no collation) after converting them using the PHP function 
$store_ip = inet_pton($ip);
When I try to insert the same IP twice it works fine and fails because it is unique,
But when I try to select the IP it doesn't work and always returns FALSE (not found)
&lt;?php
try {
    $ip = inet_pton($_SERVER['REMOTE_ADDR']);
    $stmt = $db-&gt;prepare(""SELECT * FROM `votes` WHERE ip=?"");
    $stmt-&gt;execute([$ip]);
    $get = $stmt-&gt;fetch();
    if( ! $get){
        echo 'Not found';
    }else{
        echo 'Found';
    }
    // close connection
    $get = null;
    $stmt = null;
} catch (PDOException $e) {
    error_log($e-&gt;getMessage());
}
The part where I insert the IP:
&lt;?php
if( ! filter_var($ip, FILTER_VALIDATE_IP)){
        return FALSE;
}
$ip = inet_pton($_SERVER['REMOTE_ADDR']);
try {
    $stmt = $db-&gt;prepare(""INSERT INTO votes(ip, answer) VALUES(?,?)"");
    $stmt-&gt;execute([$ip, $answer]);
    $stmt = null;
} catch (PDOException $e) {
    return FALSE;
}
",<php><mysql><pdo>,1099,0,39,832,1,15,34,57,1700,0.0,198,3,15,2019-03-25 22:21,2019-03-30 20:50,2019-03-30 20:50,5.0,5.0,Basic,1
54351783,duplicate key value violates unique constraint - postgres error when trying to create sql table from dask dataframe,"Following on from this question, when I try to create a postgresql table from a dask.dataframe with more than one partition I get the following error:
IntegrityError: (psycopg2.IntegrityError) duplicate key value violates unique constraint ""pg_type_typname_nsp_index""
DETAIL:  Key (typname, typnamespace)=(test1, 2200) already exists.
 [SQL: '\nCREATE TABLE test1 (\n\t""A"" BIGINT, \n\t""B"" BIGINT, \n\t""C"" BIGINT, \n\t""D"" BIGINT, \n\t""E"" BIGINT, \n\t""F"" BIGINT, \n\t""G"" BIGINT, \n\t""H"" BIGINT, \n\t""I"" BIGINT, \n\t""J"" BIGINT, \n\tidx BIGINT\n)\n\n']
You can recreate the error with the following code:
import numpy as np
import dask.dataframe as dd
import dask
import pandas as pd
import sqlalchemy_utils as sqla_utils
import sqlalchemy as sqla
DATABASE_CONFIG = {
    'driver': '',
    'host': '',
    'user': '',
    'password': '',
    'port': 5432,
}
DBNAME = 'dask'
url = '{driver}://{user}:{password}@{host}:{port}/'.format(
        **DATABASE_CONFIG)
db_url = url.rstrip('/') + '/' + DBNAME
# create db if non-existent
if not sqla_utils.database_exists(db_url):
    print('Creating database \'{}\''.format(DBNAME))
    sqla_utils.create_database(db_url)
conn = sqla.create_engine(db_url)
# create pandas df with random numbers
df = pd.DataFrame(np.random.randint(0,40,size=(100, 10)), columns=list('ABCDEFGHIJ'))
# add index so that it can be used as primary key later on
df['idx'] = df.index
# create dask df
ddf = dd.from_pandas(df, npartitions=4)
# Write to psql
dto_sql = dask.delayed(pd.DataFrame.to_sql)
out = [dto_sql(d, 'test', db_url, if_exists='append', index=False, index_label='idx')
       for d in ddf.to_delayed()]
dask.compute(*out)
The code doesn't produce an error if npartitions is set to 1. So I'm guessing it has to do with postgres not being able to handle parallel requests to write to a same sql table...? How can I fix this?
",<python><postgresql><pandas><dask><pandas-to-sql>,1856,1,36,2367,2,30,59,52,27798,0.0,175,3,15,2019-01-24 16:56,2019-03-21 17:39,2019-03-21 17:39,56.0,56.0,Basic,9
55066509,Error in phpmyadmin Warning in ./libraries/plugin_interface.lib.php#551,"Error:
  Warning in ./libraries/plugin_interface.lib.php#551 count(): Parameter
  must be an array or an object that implements Countable
Backtrace:
./libraries/display_export.lib.php#381: PMA_pluginGetOptions(
string 'Export',
array,
)
./libraries/display_export.lib.php#883: PMA_getHtmlForExportOptionsFormat(array)
./libraries/display_export.lib.php#1099: PMA_getHtmlForExportOptions(
string 'table',
string 'bpapluswpdb',
string 'wp_commentmeta',
string '',
integer 0,
array,
integer 0,
)
./tbl_export.php#143: PMA_getExportDisplay(
string 'table',
string 'bpapluswpdb',
string 'wp_commentmeta',
string '',
integer 0,
integer 0,
string '',
)
How can I fix it?
",<mysql><sql><phpmyadmin>,664,0,23,153,1,1,7,55,20468,0.0,1,3,15,2019-03-08 15:40,2019-03-08 15:50,2019-12-08 20:41,0.0,275.0,Basic,13
48999379,"psycopg2.OperationalError: FATAL: password authentication failed for user ""<my UNIX user>""","I am a fairly new to web developement.
First I deployed a static website on my vps (Ubuntu 16.04) without problem and then I tried to add a blog app to it.
It works well locally with PostgreSQL but I can't make it work on my server.
It seems like it tries to connect to Postgres with my Unix user. 
Why would my server try to do that?
I did create a database and a owner via the postgres user, matching the login information in settings.py, I was expecting psycopg2 to try to connect to the database using these login informations:
Settings.py + python-decouple:
DATABASES = {
    'default': {
        'ENGINE': 'django.db.backends.postgresql_psycopg2',
        'NAME': config ('NAME'),
        'USER': config ('USER'),
        'PASSWORD': config ('PASSWORD'),
        'HOST': 'localhost',
        'PORT': '',
    }
}
This is the error message I get each time I try to ./manage.py migrate
'myportfolio' is my Unix user name, the database username is different:
Traceback (most recent call last):
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/backends/base/base.py"", line 216, in ensure_connection
    self.connect()
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/backends/base/base.py"", line 194, in connect
    self.connection = self.get_new_connection(conn_params)
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/backends/postgresql/base.py"", line 168, in get_new_connection
    connection = Database.connect(**conn_params)
  File ""/home/myportfolio/lib/python3.5/site-packages/psycopg2/__init__.py"", line 130, in connect
    conn = _connect(dsn, connection_factory=connection_factory, **kwasync)
psycopg2.OperationalError: FATAL:  password authentication failed for user ""myportfolio""
FATAL:  password authentication failed for user ""myportfolio""
The above exception was the direct cause of the following exception:
Traceback (most recent call last):
  File ""./manage.py"", line 15, in &lt;module&gt;
    execute_from_command_line(sys.argv)
  File ""/home/myportfolio/lib/python3.5/site-packages/django/core/management/__init__.py"", line 371, in execute_from_command_line
    utility.execute()
  File ""/home/myportfolio/lib/python3.5/site-packages/django/core/management/__init__.py"", line 365, in execute
    self.fetch_command(subcommand).run_from_argv(self.argv)
  File ""/home/myportfolio/lib/python3.5/site-packages/django/core/management/base.py"", line 288, in run_from_argv
    self.execute(*args, **cmd_options)
  File ""/home/myportfolio/lib/python3.5/site-packages/django/core/management/base.py"", line 335, in execute
    output = self.handle(*args, **options)
  File ""/home/myportfolio/lib/python3.5/site-packages/django/core/management/commands/migrate.py"", line 79, in handle
    executor = MigrationExecutor(connection, self.migration_progress_callback)
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/migrations/executor.py"", line 18, in __init__
    self.loader = MigrationLoader(self.connection)
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/migrations/loader.py"", line 49, in __init__
    self.build_graph()
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/migrations/loader.py"", line 206, in build_graph
    self.applied_migrations = recorder.applied_migrations()
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/migrations/recorder.py"", line 61, in applied_migrations
    if self.has_table():
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/migrations/recorder.py"", line 44, in has_table
    return self.Migration._meta.db_table in self.connection.introspection.table_names(self.connection.cursor())
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/backends/base/base.py"", line 255, in cursor
    return self._cursor()
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/backends/base/base.py"", line 232, in _cursor
    self.ensure_connection()
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/backends/base/base.py"", line 216, in ensure_connection
    self.connect()
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/utils.py"", line 89, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/backends/base/base.py"", line 216, in ensure_connection
    self.connect()
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/backends/base/base.py"", line 194, in connect
    self.connection = self.get_new_connection(conn_params)
  File ""/home/myportfolio/lib/python3.5/site-packages/django/db/backends/postgresql/base.py"", line 168, in get_new_connection
    connection = Database.connect(**conn_params)
  File ""/home/myportfolio/lib/python3.5/site-packages/psycopg2/__init__.py"", line 130, in connect
    conn = _connect(dsn, connection_factory=connection_factory, **kwasync)
django.db.utils.OperationalError: FATAL:  password authentication failed for user ""myportfolio""
FATAL:  password authentication failed for user ""myportfolio""
I tried to: 
delete my django code, re install 
delete/purge postgres and reinstall
modify pg_hba.conf local to trust
At one point I did create a django superuser called 'myportfolio' as my unix user: could this have create a problem ?
",<python><django><postgresql><ubuntu-16.04>,5269,0,67,1560,4,18,27,42,48293,0.0,137,8,15,2018-02-27 0:41,2018-02-27 1:47,2018-02-27 12:36,0.0,0.0,Basic,13
64905397,Sequelize missing FROM-clause entry for table Postgres,"I am trying to filter my DataRow objects by where the included DataPoints data is loc and sortOrder is 2. Below is the query I am trying. I keep getting the following error.
SequelizeDatabaseError: missing FROM-clause entry for table &quot;dataPoints&quot;
I have tried setting required: true and duplicating: false with no luck. I tried these in both the DataRows include as well as DataPoints.
    attributes: ['id', 'name', 'labId'],
    include: [{
      as: 'dataColumns',
      model: DataColumn,
      attributes: ['id', 'name', 'sortOrder', 'dataType', 'isDate', 'isLocation'],
    }, {
      as: 'dataSets',
      model: Study,
      attributes: ['id', 'name'],
    }, {
      as: 'dataRows',
      model: DataRow,
      attributes: ['id'],
      where: {
        [Op.and]: [
          {
            '$dataPoints.data$': 'loc',
          },
          {
            '$dataPoints.sortOrder$': 2,
          },
        ],
      },
      include: [{
        as: 'dataPoints',
        model: DataPoint,
        attributes: ['id', 'sortOrder', 'data'],
      }],
    },],
    order: [
      [{ model: DataColumn, as: 'dataColumns' }, 'sortOrder', 'ASC'],
      [{ model: DataRow, as: 'dataRows' }, { model: DataPoint, as: 'dataPoints' }, 'sortOrder', 'ASC'],
    ],
  }
",<node.js><database><postgresql><sequelize.js>,1272,0,39,183,1,1,5,53,14105,,0,5,15,2020-11-19 4:23,2021-06-24 9:00,,217.0,,Basic,10
